model_id,architecture,graph_id,role_group,epsilon,n_pairs,frequency_residual_mean,frequency_residual_max,topology_residual_mean,topology_residual_max,raw_scg_frequency_residual_corr,raw_scg_topology_residual_corr,normalized_scg_frequency_residual_corr,normalized_scg_topology_residual_corr
gat_ae_seed23,GAT-small-AE,knn4,forward,0.5,1163,0.457723712302,1.33773860515,0.725329619141,10.7080771201,0.0238102614991,-0.0341964189162,0.0238102614991,-0.0341964189162
gat_ae_seed23,GAT-small-AE,knn4,midfielder,0.25,1299,0.465602312331,1.63525324703,1.51731410692,13.0179724173,0.015284588066,0.219372338911,0.015284588066,0.219372338911
gat_ae_seed23,GAT-small-AE,knn4,midfielder,0.5,1174,0.466942099081,1.63525324703,1.58088389315,13.0179724173,0.0170977555474,0.236194876218,0.0170977555474,0.236194876218
gat_ae_seed47,GAT-small-AE,delaunay,defender,0.25,933,0.3478634823,1.05204743895,2.14879503128,10.8261694546,0.0704495828208,-0.237743950483,0.0704495828208,-0.237743950483
gat_ae_seed47,GAT-small-AE,delaunay,defender,0.5,794,0.353048887089,0.945507841791,2.16475955983,10.8261694546,0.0613747616305,-0.236781377031,0.0613747616305,-0.236781377031
gat_ae_seed47,GAT-small-AE,delaunay,forward,0.25,1318,0.358964481978,1.18553978617,0.696662455271,7.1475084619,-0.0597354993066,-0.0189493028394,-0.0597354993066,-0.0189493028394
gat_ae_seed47,GAT-small-AE,delaunay,forward,0.5,1154,0.366260458265,1.27713757544,0.683184426528,6.6731504632,-0.0261086749669,-0.000144541927135,-0.0261086749669,-0.000144541927135
gat_ae_seed47,GAT-small-AE,delaunay,midfielder,0.25,1306,0.393509087689,1.12389919007,1.32606567989,7.63641812451,-0.0254009620489,0.0427311436523,-0.0254009620489,0.0427311436523
gat_ae_seed47,GAT-small-AE,delaunay,midfielder,0.5,1181,0.399974498328,1.12389919007,1.37286363076,7.63641812451,-0.0298558888058,0.0496804367132,-0.0298558888058,0.0496804367132
gat_ae_seed47,GAT-small-AE,knn4,defender,0.25,996,0.415795073575,1.20679867478,1.92874845462,10.7629119807,0.00467949535818,-0.135868920475,0.00467949535818,-0.135868920475
gat_ae_seed47,GAT-small-AE,knn4,defender,0.5,833,0.427078821671,1.20679867478,1.85636135492,10.7629119807,-2.51456110712e-05,-0.154312398503,-2.51456110712e-05,-0.154312398503
gat_ae_seed47,GAT-small-AE,knn4,forward,0.25,1326,0.453587746995,1.33595546383,0.729335061928,10.7080771201,-0.0699910550082,0.0470818840221,-0.0699910550082,0.0470818840221
gat_ae_seed47,GAT-small-AE,knn4,forward,0.5,1163,0.457723712302,1.33773860515,0.725329619141,10.7080771201,-0.0500601653877,0.0523950160543,-0.0500601653877,0.0523950160543
gat_ae_seed47,GAT-small-AE,knn4,midfielder,0.25,1299,0.465602312331,1.63525324703,1.51731410692,13.0179724173,0.0605834061622,0.340069040374,0.0605834061622,0.340069040374
gat_ae_seed47,GAT-small-AE,knn4,midfielder,0.5,1174,0.466942099081,1.63525324703,1.58088389315,13.0179724173,0.0723427157269,0.348405269885,0.0723427157269,0.348405269885
phase_gat_seed11,Phase-GAT,delaunay,defender,0.25,933,0.3478634823,1.05204743895,2.14879503128,10.8261694546,0.0841611115204,-0.079025887508,0.0841611115204,-0.079025887508
phase_gat_seed11,Phase-GAT,delaunay,defender,0.5,794,0.353048887089,0.945507841791,2.16475955983,10.8261694546,0.0977514247421,-0.069558229071,0.0977514247421,-0.069558229071
phase_gat_seed11,Phase-GAT,delaunay,forward,0.25,1318,0.358964481978,1.18553978617,0.696662455271,7.1475084619,-0.0142540213496,-0.0675205538248,-0.0142540213496,-0.0675205538248
phase_gat_seed11,Phase-GAT,delaunay,forward,0.5,1154,0.366260458265,1.27713757544,0.683184426528,6.6731504632,-0.00735655677219,-0.0660085697723,-0.00735655677219,-0.0660085697723
phase_gat_seed11,Phase-GAT,delaunay,midfielder,0.25,1306,0.393509087689,1.12389919007,1.32606567989,7.63641812451,0.0602991744291,-0.0179808524922,0.0602991744291,-0.0179808524922
phase_gat_seed11,Phase-GAT,delaunay,midfielder,0.5,1181,0.399974498328,1.12389919007,1.37286363076,7.63641812451,0.03638473038,-0.0253948849391,0.03638473038,-0.0253948849391
phase_gat_seed11,Phase-GAT,knn4,defender,0.25,996,0.415795073575,1.20679867478,1.92874845462,10.7629119807,0.00463024904727,-0.072225316797,0.00463024904727,-0.072225316797
phase_gat_seed11,Phase-GAT,knn4,defender,0.5,833,0.427078821671,1.20679867478,1.85636135492,10.7629119807,0.00248145026685,-0.0851817228614,0.00248145026685,-0.0851817228614
phase_gat_seed11,Phase-GAT,knn4,forward,0.25,1326,0.453587746995,1.33595546383,0.729335061928,10.7080771201,-0.0445895974881,-0.0111616804249,-0.0445895974881,-0.0111616804249
phase_gat_seed11,Phase-GAT,knn4,forward,0.5,1163,0.457723712302,1.33773860515,0.725329619141,10.7080771201,-0.0125662716802,-0.0120825901225,-0.0125662716802,-0.0120825901225
phase_gat_seed11,Phase-GAT,knn4,midfielder,0.25,1299,0.465602312331,1.63525324703,1.51731410692,13.0179724173,-0.00267688431699,0.0616602911376,-0.00267688431699,0.0616602911376
phase_gat_seed11,Phase-GAT,knn4,midfielder,0.5,1174,0.466942099081,1.63525324703,1.58088389315,13.0179724173,-0.00545557299167,0.0656941414575,-0.00545557299167,0.0656941414575
phase_gat_seed23,Phase-GAT,delaunay,defender,0.25,933,0.3478634823,1.05204743895,2.14879503128,10.8261694546,0.11428912169,-0.0393072494838,0.11428912169,-0.0393072494838
phase_gat_seed23,Phase-GAT,delaunay,defender,0.5,794,0.353048887089,0.945507841791,2.16475955983,10.8261694546,0.131500251853,-0.0343951387451,0.131500251853,-0.0343951387451
phase_gat_seed23,Phase-GAT,delaunay,forward,0.25,1318,0.358964481978,1.18553978617,0.696662455271,7.1475084619,-0.0323822980301,-0.0781078909362,-0.0323822980301,-0.0781078909362
phase_gat_seed23,Phase-GAT,delaunay,forward,0.5,1154,0.366260458265,1.27713757544,0.683184426528,6.6731504632,-0.0124353161584,-0.0933175516778,-0.0124353161584,-0.0933175516778
phase_gat_seed23,Phase-GAT,delaunay,midfielder,0.25,1306,0.393509087689,1.12389919007,1.32606567989,7.63641812451,0.0179073164087,-0.0265836119282,0.0179073164087,-0.0265836119282
phase_gat_seed23,Phase-GAT,delaunay,midfielder,0.5,1181,0.399974498328,1.12389919007,1.37286363076,7.63641812451,-0.0123109015282,-0.0291198138597,-0.0123109015282,-0.0291198138597
phase_gat_seed23,Phase-GAT,knn4,defender,0.25,996,0.415795073575,1.20679867478,1.92874845462,10.7629119807,0.0351516731262,-0.0267767871643,0.0351516731262,-0.0267767871643
phase_gat_seed23,Phase-GAT,knn4,defender,0.5,833,0.427078821671,1.20679867478,1.85636135492,10.7629119807,0.044149096284,-0.0204859055395,0.044149096284,-0.0204859055395
phase_gat_seed23,Phase-GAT,knn4,forward,0.25,1326,0.453587746995,1.33595546383,0.729335061928,10.7080771201,-0.0461176720398,-0.0432593166945,-0.0461176720398,-0.0432593166945
phase_gat_seed23,Phase-GAT,knn4,forward,0.5,1163,0.457723712302,1.33773860515,0.725329619141,10.7080771201,-0.0134469986837,-0.039188999117,-0.0134469986837,-0.039188999117
phase_gat_seed23,Phase-GAT,knn4,midfielder,0.25,1299,0.465602312331,1.63525324703,1.51731410692,13.0179724173,0.00202243792813,0.0563964732587,0.00202243792813,0.0563964732587
phase_gat_seed23,Phase-GAT,knn4,midfielder,0.5,1174,0.466942099081,1.63525324703,1.58088389315,13.0179724173,0.0116295750456,0.0726546195339,0.0116295750456,0.0726546195339
phase_gat_seed47,Phase-GAT,delaunay,defender,0.25,933,0.3478634823,1.05204743895,2.14879503128,10.8261694546,0.0840292792227,0.024777494677,0.0840292792227,0.024777494677
phase_gat_seed47,Phase-GAT,delaunay,defender,0.5,794,0.353048887089,0.945507841791,2.16475955983,10.8261694546,0.0779587150809,0.00231329141729,0.0779587150809,0.00231329141729
phase_gat_seed47,Phase-GAT,delaunay,forward,0.25,1318,0.358964481978,1.18553978617,0.696662455271,7.1475084619,0.0404246779696,-0.0247321634607,0.0404246779696,-0.0247321634607
phase_gat_seed47,Phase-GAT,delaunay,forward,0.5,1154,0.366260458265,1.27713757544,0.683184426528,6.6731504632,0.00206392163719,-0.0487989266234,0.00206392163719,-0.0487989266234
phase_gat_seed47,Phase-GAT,delaunay,midfielder,0.25,1306,0.393509087689,1.12389919007,1.32606567989,7.63641812451,0.0326328971384,-0.00477122937444,0.0326328971384,-0.00477122937444
phase_gat_seed47,Phase-GAT,delaunay,midfielder,0.5,1181,0.399974498328,1.12389919007,1.37286363076,7.63641812451,-0.00498458820065,-0.0275633051103,-0.00498458820065,-0.0275633051103
phase_gat_seed47,Phase-GAT,knn4,defender,0.25,996,0.415795073575,1.20679867478,1.92874845462,10.7629119807,0.0201765154817,-0.0467467289007,0.0201765154817,-0.0467467289007
phase_gat_seed47,Phase-GAT,knn4,defender,0.5,833,0.427078821671,1.20679867478,1.85636135492,10.7629119807,0.00101003522242,-0.0693233359032,0.00101003522242,-0.0693233359032
phase_gat_seed47,Phase-GAT,knn4,forward,0.25,1326,0.453587746995,1.33595546383,0.729335061928,10.7080771201,-0.0205104007836,0.0311614590119,-0.0205104007836,0.0311614590119
phase_gat_seed47,Phase-GAT,knn4,forward,0.5,1163,0.457723712302,1.33773860515,0.725329619141,10.7080771201,-0.0258856793528,0.0199093098117,-0.0258856793528,0.0199093098117
phase_gat_seed47,Phase-GAT,knn4,midfielder,0.25,1299,0.465602312331,1.63525324703,1.51731410692,13.0179724173,0.0146811318497,-0.0107051992317,0.0146811318497,-0.0107051992317
phase_gat_seed47,Phase-GAT,knn4,midfielder,0.5,1174,0.466942099081,1.63525324703,1.58088389315,13.0179724173,0.0145177570268,-0.00742243813686,0.0145177570268,-0.00742243813686
