model_id,architecture,graph_id,role_group,epsilon,n_pairs,design_rank,raw_mean_scg,normalized_mean_scg,median_frequency_residual,median_topology_residual,raw_intercept,raw_frequency_slope,raw_topology_slope,raw_adjusted_at_median_residual,raw_r2,normalized_intercept,normalized_frequency_slope,normalized_topology_slope,normalized_adjusted_at_median_residual,normalized_r2
phase_gat_seed11,Phase-GAT,knn4,defender,0.5,833,3,-5.89231626183e-05,-0.000117846325237,0.400056029495,1.41106205874,-3.30722078455e-06,4.59151435944e-05,-4.05229978838e-05,-4.21190555647e-05,0.00735506024446,-6.6144415691e-06,9.18302871887e-05,-8.10459957675e-05,-8.42381111293e-05,0.00735506024446
phase_gat_seed11,Phase-GAT,knn4,forward,0.25,1326,3,4.72414008093e-06,1.88965603237e-05,0.430484134343,0.259939313215,2.09774062422e-05,-3.42641531197e-05,-9.75499715001e-07,5.97366122155e-06,0.00204944715839,8.3909624969e-05,-0.000137056612479,-3.90199886001e-06,2.38946448862e-05,0.00204944715839
phase_gat_seed11,Phase-GAT,knn4,forward,0.5,1163,3,1.81064868117e-05,3.62129736234e-05,0.430662457895,0.263804271559,3.80843168515e-05,-3.49276527989e-05,-5.50179536784e-06,2.15908909294e-05,0.000288214313404,7.61686337031e-05,-6.98553055978e-05,-1.10035907357e-05,4.31817818588e-05,0.000288214313404
phase_gat_seed11,Phase-GAT,knn4,midfielder,0.25,1299,3,1.71958711902e-05,6.87834847607e-05,0.430463609107,0.743571626324,1.11802015446e-05,-2.83263689354e-06,4.83390479253e-06,1.35552088922e-05,0.00381868508799,4.47208061784e-05,-1.13305475742e-05,1.93356191701e-05,5.42208355688e-05,0.00381868508799
phase_gat_seed11,Phase-GAT,knn4,midfielder,0.5,1174,3,6.2733431691e-05,0.000125466863382,0.440425841299,0.782862769968,4.24332337432e-05,-1.91377985709e-05,1.84937312038e-05,4.84825063443e-05,0.00436917598327,8.48664674865e-05,-3.82755971419e-05,3.69874624076e-05,9.69650126885e-05,0.00436917598327
phase_gat_seed23,Phase-GAT,delaunay,defender,0.25,933,3,-5.31414058559e-06,-2.12565623423e-05,0.321799573575,1.8319733183,-5.52491330381e-05,0.000171695678033,-4.55681619757e-06,-8.34550275296e-06,0.014392391104,-0.000220996532152,0.00068678271213,-1.82272647903e-05,-3.33820110118e-05,0.014392391104
phase_gat_seed23,Phase-GAT,delaunay,defender,0.5,794,3,-1.01516318862e-05,-2.03032637723e-05,0.326854996046,1.86520703795,-0.000256127536138,0.000788508402883,-1.49698425853e-05,-2.63214809787e-05,0.018201824989,-0.000512255072277,0.00157701680577,-2.99396851706e-05,-5.26429619574e-05,0.018201824989
phase_gat_seed23,Phase-GAT,delaunay,forward,0.25,1318,3,-1.33739617598e-06,-5.34958470392e-06,0.341527115453,0.275581572239,2.13192690676e-05,-3.63934838169e-05,-1.3769505024e-05,5.09528567487e-06,0.00707718021064,8.52770762704e-05,-0.000145573935268,-5.50780200959e-05,2.03811426995e-05,0.00707718021064
phase_gat_seed23,Phase-GAT,delaunay,forward,0.5,1154,3,4.40371924918e-07,8.80743849835e-07,0.346914886081,0.278542722351,7.06769127227e-05,-5.53538478288e-05,-7.3131958495e-05,3.1103464099e-05,0.00884521288948,0.000141353825445,-0.000110707695658,-0.00014626391699,6.22069281979e-05,0.00884521288948
phase_gat_seed23,Phase-GAT,delaunay,midfielder,0.25,1306,3,9.92065914557e-06,3.96826365823e-05,0.372767557337,0.810662352104,7.34666015291e-06,1.56602033611e-05,-2.70607512088e-06,1.09905626848e-05,0.00101885928261,2.93866406117e-05,6.26408134446e-05,-1.08243004835e-05,4.39622507391e-05,0.00101885928261
phase_gat_seed23,Phase-GAT,delaunay,midfielder,0.5,1181,3,4.31865680833e-05,8.63731361667e-05,0.377990974455,0.86957071167,7.58495061943e-05,-4.11624646749e-05,-1.17994253687e-05,5.00300313457e-05,0.000989927626068,0.000151699012389,-8.23249293499e-05,-2.35988507375e-05,0.000100060062691,0.000989927626068
phase_gat_seed23,Phase-GAT,knn4,defender,0.25,996,3,-6.39170049185e-06,-2.55668019674e-05,0.385979354922,1.44785020027,-1.80527209815e-05,4.38756904057e-05,-3.41271844703e-06,-6.05871538895e-06,0.00213124296978,-7.22108839259e-05,0.000175502761623,-1.36508737881e-05,-2.42348615558e-05,0.00213124296978
phase_gat_seed23,Phase-GAT,knn4,defender,0.5,833,3,-1.20844302916e-05,-2.41688605832e-05,0.400056029495,1.41106205874,-8.13844699836e-05,0.000212411642856,-1.15368025689e-05,-1.26870559081e-05,0.00254615502744,-0.000162768939967,0.000424823285713,-2.30736051377e-05,-2.53741118161e-05,0.00254615502744
phase_gat_seed23,Phase-GAT,knn4,forward,0.25,1326,3,1.80220891627e-06,7.2088356651e-06,0.430484134343,0.259939313215,2.41882847672e-05,-3.98560929036e-05,-5.90653143063e-06,5.49552939173e-06,0.00371866431914,9.67531390687e-05,-0.000159424371614,-2.36261257225e-05,2.19821175669e-05,0.00371866431914
phase_gat_seed23,Phase-GAT,knn4,forward,0.5,1163,3,2.11847617723e-05,4.23695235445e-05,0.430662457895,0.263804271559,5.81610114178e-05,-4.28207776648e-05,-2.39562315816e-05,3.3399953838e-05,0.00166412736252,0.000116322022836,-8.56415553297e-05,-4.79124631632e-05,6.67999076761e-05,0.00166412736252
phase_gat_seed23,Phase-GAT,knn4,midfielder,0.25,1299,3,4.38211145908e-06,1.75284458363e-05,0.430463609107,0.743571626324,-3.39990563427e-06,5.71914920548e-07,4.95331332492e-06,5.29426171234e-07,0.00318110239776,-1.35996225371e-05,2.28765968219e-06,1.98132532997e-05,2.11770468494e-06,0.00318110239776
phase_gat_seed23,Phase-GAT,knn4,midfielder,0.5,1174,3,1.56331204474e-05,3.12662408949e-05,0.440425841299,0.782862769968,-3.32525338532e-05,2.79826589316e-05,2.26578137437e-05,-3.19028892269e-06,0.00537055079677,-6.65050677065e-05,5.59653178632e-05,4.53156274873e-05,-6.38057784538e-06,0.00537055079677
phase_gat_seed47,Phase-GAT,delaunay,defender,0.25,933,3,-1.91473373135e-05,-7.6589349254e-05,0.321799573575,1.8319733183,-0.000135199357072,0.00028717400852,7.51801306956e-06,-2.90140842388e-05,0.00778328595375,-0.00054079742829,0.00114869603408,3.00720522782e-05,-0.000116056336955,0.00778328595375
phase_gat_seed47,Phase-GAT,delaunay,defender,0.5,794,3,-5.55592610193e-05,-0.000111118522039,0.326854996046,1.86520703795,-0.000437365170394,0.00104873528289,5.33596668793e-06,-8.46281210298e-05,0.00610095865659,-0.000874730340788,0.00209747056579,1.06719333759e-05,-0.00016925624206,0.00610095865659
phase_gat_seed47,Phase-GAT,delaunay,forward,0.25,1318,3,5.37403255746e-05,0.000214961302299,0.341527115453,0.275581572239,-1.55293665324e-05,0.000236328316362,-2.23404884745e-05,5.90265347161e-05,0.00227548286009,-6.21174661297e-05,0.000945313265448,-8.93619538982e-05,0.000236106138865,0.00227548286009
phase_gat_seed47,Phase-GAT,delaunay,forward,0.5,1154,3,0.000162916332225,0.00032583266445,0.346914886081,0.278542722351,0.000235750188911,3.8401741559e-05,-0.00012719683408,0.00021364257227,0.00238731418163,0.000471500377821,7.6803483118e-05,-0.00025439366816,0.000427285144539,0.00238731418163
phase_gat_seed47,Phase-GAT,delaunay,midfielder,0.25,1306,3,5.37076186258e-06,2.14830474503e-05,0.372767557337,0.810662352104,-5.76622304317e-05,0.000169234037969,-2.68624672726e-06,3.24508942988e-06,0.0010849512439,-0.000230648921727,0.000676936151875,-1.07449869091e-05,1.29803577195e-05,0.0010849512439
phase_gat_seed47,Phase-GAT,delaunay,midfielder,0.5,1181,3,5.8521313954e-05,0.000117042627908,0.377990974455,0.86957071167,0.000190500609821,-9.66090594839e-05,-6.79879149501e-05,9.48629576978e-05,0.000780979616014,0.000381001219643,-0.000193218118968,-0.0001359758299,0.000189725915396,0.000780979616014
phase_gat_seed47,Phase-GAT,knn4,defender,0.25,996,3,-7.1337663505e-06,-2.8535065402e-05,0.385979354922,1.44785020027,-9.51279596825e-06,6.21030764019e-05,-1.21545780363e-05,-3.14029884403e-06,0.00277610609997,-3.8051183873e-05,0.000248412305608,-4.86183121451e-05,-1.25611953761e-05,0.00277610609997
phase_gat_seed47,Phase-GAT,knn4,defender,0.5,833,3,-2.94266628618e-05,-5.88533257236e-05,0.400056029495,1.41106205874,6.88117807978e-05,6.80760916111e-05,-6.8581637035e-05,-7.26914235044e-07,0.0048559884056,0.000137623561596,0.000136152183222,-0.00013716327407,-1.45382847009e-06,0.0048559884056
phase_gat_seed47,Phase-GAT,knn4,forward,0.25,1326,3,6.12253427146e-05,0.000244901370858,0.430484134343,0.259939313215,8.93755345282e-05,-9.80889078918e-05,2.24063476107e-05,5.29741065353e-05,0.00149653065343,0.000357502138113,-0.000392355631567,8.96253904428e-05,0.000211896426141,0.00149653065343
phase_gat_seed47,Phase-GAT,knn4,forward,0.5,1163,3,0.000184926869843,0.000369853739685,0.430662457895,0.263804271559,0.000310857779577,-0.000346566454677,4.50840191776e-05,0.00017349797522,0.00112593480736,0.000621715559155,-0.000693132909355,9.01680383552e-05,0.000346995950441,0.00112593480736
phase_gat_seed47,Phase-GAT,knn4,midfielder,0.25,1299,3,-1.22725917708e-05,-4.9090367083e-05,0.430463609107,0.743571626324,-2.82835448658e-05,4.72511370151e-05,-3.94729445416e-06,-1.08787460488e-05,0.000337489619743,-0.000113134179463,0.00018900454806,-1.57891778166e-05,-4.3514984195e-05,0.000337489619743
phase_gat_seed47,Phase-GAT,knn4,midfielder,0.5,1174,3,-5.15999542184e-05,-0.000103199908437,0.440425841299,0.782862769968,-0.000118809775576,0.000178383441305,-1.01746353647e-05,-4.82104415903e-05,0.000272152800408,-0.000237619551152,0.00035676688261,-2.03492707294e-05,-9.64208831807e-05,0.000272152800408
