parent,fam,norm,y0,y1,m0,m1,verdict,reason
533,single,0.03,1,1,0.1231,0.1046,keep,
533,single,0.03,1,1,0.1231,0.1013,keep,
533,single,0.03,1,1,0.1231,0.1108,keep,
533,single,0.03,1,1,0.1231,0.1275,keep,
533,single,0.03,1,1,0.1231,0.1417,keep,
533,single,0.03,1,1,0.1231,0.1397,keep,
533,single,0.03,1,1,0.1231,0.1256,keep,
533,single,0.03,1,1,0.1231,0.1133,keep,
533,single,0.06,1,1,0.1231,0.086,keep,
533,single,0.06,1,1,0.1231,0.0794,keep,
533,single,0.06,1,1,0.1231,0.0984,keep,
533,single,0.06,1,1,0.1231,0.1319,keep,
533,single,0.06,1,1,0.1231,0.1603,keep,
533,single,0.06,1,1,0.1231,0.1506,keep,
533,single,0.06,1,1,0.1231,0.1224,keep,
533,single,0.06,1,1,0.1231,0.0979,keep,
533,single,0.1,1,1,0.1231,0.0612,keep,
533,single,0.1,1,1,0.1231,0.0502,keep,
533,single,0.1,1,1,0.1231,0.0819,keep,
533,single,0.1,1,1,0.1231,0.1377,keep,
533,single,0.1,1,1,0.1231,0.185,keep,
533,single,0.1,1,1,0.1231,0.1651,keep,
533,single,0.1,1,1,0.1231,0.1181,keep,
533,single,0.1,1,1,0.1231,0.0773,keep,
533,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,single,0.16,1,1,0.1231,0.0571,keep,
533,single,0.16,1,1,0.1231,0.1465,keep,
533,single,0.16,1,1,0.1231,0.2221,keep,
533,single,0.16,1,1,0.1231,0.1869,keep,
533,single,0.16,1,1,0.1231,0.1117,keep,
533,single,0.16,1,1,0.1231,0.0465,keep,
533,single,0.03,1,1,0.1231,0.1228,keep,
533,single,0.03,1,1,0.1231,0.1186,keep,
533,single,0.03,1,1,0.1231,0.117,keep,
533,single,0.03,1,1,0.1231,0.119,keep,
533,single,0.03,1,1,0.1231,0.1234,keep,
533,single,0.03,1,1,0.1231,0.1277,keep,
533,single,0.03,1,1,0.1231,0.1288,keep,
533,single,0.03,1,1,0.1231,0.1273,keep,
533,single,0.06,1,1,0.1231,0.1225,keep,
533,single,0.06,1,1,0.1231,0.114,keep,
533,single,0.06,1,1,0.1231,0.1108,keep,
533,single,0.06,1,1,0.1231,0.1148,keep,
533,single,0.06,1,1,0.1231,0.1237,keep,
533,single,0.06,1,1,0.1231,0.1288,keep,
533,single,0.06,1,1,0.1231,0.1288,keep,
533,single,0.06,1,1,0.1231,0.1288,keep,
533,single,0.1,1,1,0.1231,0.1221,keep,
533,single,0.1,1,1,0.1231,0.1079,keep,
533,single,0.1,1,1,0.1231,0.1026,keep,
533,single,0.1,1,1,0.1231,0.1093,keep,
533,single,0.1,1,1,0.1231,0.1241,keep,
533,single,0.1,1,1,0.1231,0.1288,keep,
533,single,0.1,1,1,0.1231,0.1288,keep,
533,single,0.1,1,1,0.1231,0.1288,keep,
533,single,0.16,1,1,0.1231,0.1215,keep,
533,single,0.16,1,1,0.1231,0.0987,keep,
533,single,0.16,1,1,0.1231,0.0902,keep,
533,single,0.16,1,1,0.1231,0.101,keep,
533,single,0.16,1,1,0.1231,0.1247,keep,
533,single,0.16,1,1,0.1231,0.1288,keep,
533,single,0.16,1,1,0.1231,0.1288,keep,
533,single,0.16,1,1,0.1231,0.1288,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.1226,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.1231,keep,
533,single,0.06,1,1,0.1231,0.1231,keep,
533,single,0.06,1,1,0.1231,0.1196,keep,
533,single,0.06,1,1,0.1231,0.1164,keep,
533,single,0.06,1,1,0.1231,0.1205,keep,
533,single,0.06,1,1,0.1231,0.1231,keep,
533,single,0.06,1,1,0.1231,0.1231,keep,
533,single,0.06,1,1,0.1231,0.1231,keep,
533,single,0.06,1,1,0.1231,0.1231,keep,
533,single,0.1,1,1,0.1231,0.1231,keep,
533,single,0.1,1,1,0.1231,0.1135,keep,
533,single,0.1,1,1,0.1231,0.1082,keep,
533,single,0.1,1,1,0.1231,0.1149,keep,
533,single,0.1,1,1,0.1231,0.1231,keep,
533,single,0.1,1,1,0.1231,0.1231,keep,
533,single,0.1,1,1,0.1231,0.1231,keep,
533,single,0.1,1,1,0.1231,0.1231,keep,
533,single,0.16,1,1,0.1231,0.1231,keep,
533,single,0.16,1,1,0.1231,0.1043,keep,
533,single,0.16,1,1,0.1231,0.0958,keep,
533,single,0.16,1,1,0.1231,0.1066,keep,
533,single,0.16,1,1,0.1231,0.1231,keep,
533,single,0.16,1,1,0.1231,0.1231,keep,
533,single,0.16,1,1,0.1231,0.1231,keep,
533,single,0.16,1,1,0.1231,0.1231,keep,
533,single,0.03,1,1,0.1231,0.142,keep,
533,single,0.03,1,1,0.1231,0.1442,keep,
533,single,0.03,1,1,0.1231,0.1317,keep,
533,single,0.03,1,1,0.1231,0.1175,keep,
533,single,0.03,1,1,0.1231,0.1043,keep,
533,single,0.03,1,1,0.1231,0.0967,keep,
533,single,0.03,1,1,0.1231,0.1046,keep,
533,single,0.03,1,1,0.1231,0.1234,keep,
533,single,0.06,1,1,0.1231,0.1609,keep,
533,single,0.06,1,1,0.1231,0.1597,keep,
533,single,0.06,1,1,0.1231,0.1347,keep,
533,single,0.06,1,1,0.1231,0.1062,keep,
533,single,0.06,1,1,0.1231,0.0854,keep,
533,single,0.06,1,1,0.1231,0.0702,keep,
533,single,0.06,1,1,0.1231,0.086,keep,
533,single,0.06,1,1,0.1231,0.1236,keep,
533,single,0.1,1,1,0.1231,0.186,keep,
533,single,0.1,1,1,0.1231,0.1804,keep,
533,single,0.1,1,1,0.1231,0.1387,keep,
533,single,0.1,1,1,0.1231,0.0912,keep,
533,single,0.1,1,1,0.1231,0.0602,keep,
533,single,0.1,1,1,0.1231,0.035,keep,
533,single,0.1,1,1,0.1231,0.0613,keep,
533,single,0.1,1,1,0.1231,0.1239,keep,
533,single,0.16,1,1,0.1231,0.2238,keep,
533,single,0.16,1,1,0.1231,0.2113,keep,
533,single,0.16,1,1,0.1231,0.1446,keep,
533,single,0.16,1,1,0.1231,0.0686,keep,
533,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,single,0.16,1,1,0.1231,0.1244,keep,
533,pair,0.03,1,1,0.1231,0.1098,keep,
533,pair,0.03,1,1,0.1231,0.1044,keep,
533,pair,0.03,1,1,0.1231,0.11,keep,
533,pair,0.03,1,1,0.1231,0.1233,keep,
533,pair,0.03,1,1,0.1231,0.1365,keep,
533,pair,0.03,1,1,0.1231,0.1365,keep,
533,pair,0.03,1,1,0.1231,0.1265,keep,
533,pair,0.03,1,1,0.1231,0.1178,keep,
533,pair,0.06,1,1,0.1231,0.0964,keep,
533,pair,0.06,1,1,0.1231,0.0857,keep,
533,pair,0.06,1,1,0.1231,0.0969,keep,
533,pair,0.06,1,1,0.1231,0.1235,keep,
533,pair,0.06,1,1,0.1231,0.1498,keep,
533,pair,0.06,1,1,0.1231,0.1442,keep,
533,pair,0.06,1,1,0.1231,0.1242,keep,
533,pair,0.06,1,1,0.1231,0.1069,keep,
533,pair,0.1,1,1,0.1231,0.0787,keep,
533,pair,0.1,1,1,0.1231,0.0608,keep,
533,pair,0.1,1,1,0.1231,0.0794,keep,
533,pair,0.1,1,1,0.1231,0.1237,keep,
533,pair,0.1,1,1,0.1231,0.1676,keep,
533,pair,0.1,1,1,0.1231,0.1545,keep,
533,pair,0.1,1,1,0.1231,0.1212,keep,
533,pair,0.1,1,1,0.1231,0.0924,keep,
533,pair,0.16,1,1,0.1231,0.052,keep,
533,pair,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,pair,0.16,1,1,0.1231,0.0532,keep,
533,pair,0.16,1,1,0.1231,0.124,keep,
533,pair,0.16,1,1,0.1231,0.1943,keep,
533,pair,0.16,1,1,0.1231,0.1699,keep,
533,pair,0.16,1,1,0.1231,0.1167,keep,
533,pair,0.16,1,1,0.1231,0.0706,keep,
533,pair,0.03,1,1,0.1231,0.1365,keep,
533,pair,0.03,1,1,0.1231,0.1365,keep,
533,pair,0.03,1,1,0.1231,0.1265,keep,
533,pair,0.03,1,1,0.1231,0.1178,keep,
533,pair,0.03,1,1,0.1231,0.1098,keep,
533,pair,0.03,1,1,0.1231,0.1044,keep,
533,pair,0.03,1,1,0.1231,0.11,keep,
533,pair,0.03,1,1,0.1231,0.1233,keep,
533,pair,0.06,1,1,0.1231,0.1498,keep,
533,pair,0.06,1,1,0.1231,0.1442,keep,
533,pair,0.06,1,1,0.1231,0.1242,keep,
533,pair,0.06,1,1,0.1231,0.1069,keep,
533,pair,0.06,1,1,0.1231,0.0964,keep,
533,pair,0.06,1,1,0.1231,0.0857,keep,
533,pair,0.06,1,1,0.1231,0.0969,keep,
533,pair,0.06,1,1,0.1231,0.1235,keep,
533,pair,0.1,1,1,0.1231,0.1676,keep,
533,pair,0.1,1,1,0.1231,0.1545,keep,
533,pair,0.1,1,1,0.1231,0.1212,keep,
533,pair,0.1,1,1,0.1231,0.0924,keep,
533,pair,0.1,1,1,0.1231,0.0787,keep,
533,pair,0.1,1,1,0.1231,0.0608,keep,
533,pair,0.1,1,1,0.1231,0.0794,keep,
533,pair,0.1,1,1,0.1231,0.1237,keep,
533,pair,0.16,1,1,0.1231,0.1943,keep,
533,pair,0.16,1,1,0.1231,0.1699,keep,
533,pair,0.16,1,1,0.1231,0.1167,keep,
533,pair,0.16,1,1,0.1231,0.0706,keep,
533,pair,0.16,1,1,0.1231,0.052,keep,
533,pair,0.16,1,,,,invalid,ambiguous/margin/ValueError
533,pair,0.16,1,1,0.1231,0.0532,keep,
533,pair,0.16,1,1,0.1231,0.124,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.06,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.12,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.2,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_trans,0.32,1,1,0.1231,0.1231,keep,
533,global_rot,0.0391,1,1,0.1231,0.1231,keep,
533,global_rot,0.0782,1,1,0.1231,0.1231,keep,
533,global_rot,0.1562,1,1,0.1231,0.1231,keep,
533,global_rot,0.0391,1,1,0.1231,0.1231,keep,
533,global_rot,0.0782,1,1,0.1231,0.1231,keep,
533,global_rot,0.1562,1,1,0.1231,0.1231,keep,
533,global_scale,0.0391,1,1,0.1231,0.1111,keep,
533,global_scale,0.0391,1,1,0.1231,0.1358,keep,
533,global_scale,0.0782,1,1,0.1231,0.0997,keep,
533,global_scale,0.0782,1,1,0.1231,0.149,keep,
533,random,0.12,1,1,0.1231,0.1035,keep,
533,random,0.12,1,1,0.1231,0.0721,keep,
533,random,0.32,1,0,0.1231,0.0452,flip,
533,random,0.2,1,1,0.1231,0.0502,keep,
533,random,0.2,1,1,0.1231,0.1332,keep,
533,random,0.06,1,1,0.1231,0.1151,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,1,0.1231,0.0614,keep,
533,random,0.12,1,1,0.1231,0.1537,keep,
533,random,0.2,1,1,0.1231,0.0991,keep,
533,random,0.12,1,1,0.1231,0.0706,keep,
533,random,0.12,1,1,0.1231,0.1676,keep,
533,random,0.06,1,1,0.1231,0.136,keep,
533,random,0.06,1,1,0.1231,0.1464,keep,
533,random,0.2,1,1,0.1231,0.0347,keep,
533,random,0.2,1,0,0.1231,0.0436,flip,
533,random,0.06,1,1,0.1231,0.0872,keep,
533,random,0.32,1,1,0.1231,0.2369,keep,
533,random,0.06,1,1,0.1231,0.1248,keep,
533,random,0.12,1,1,0.1231,0.1747,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,1,0.1231,0.1292,keep,
533,random,0.12,1,1,0.1231,0.0383,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.32,1,1,0.1231,0.2019,keep,
533,random,0.12,1,1,0.1231,0.1593,keep,
533,random,0.2,1,1,0.1231,0.0764,keep,
533,random,0.32,1,1,0.1231,0.1616,keep,
533,random,0.12,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.12,1,1,0.1231,0.0657,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.12,1,1,0.1231,0.0605,keep,
533,random,0.06,1,1,0.1231,0.1351,keep,
533,random,0.32,1,0,0.1231,0.054,flip,
533,random,0.06,1,1,0.1231,0.1208,keep,
533,random,0.2,1,1,0.1231,0.1389,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,1,0.1231,0.161,keep,
533,random,0.32,1,1,0.1231,0.1828,keep,
533,random,0.32,1,1,0.1231,0.3641,keep,
533,random,0.12,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,1,0.1231,0.1239,keep,
533,random,0.32,1,1,0.1231,0.1966,keep,
533,random,0.2,1,1,0.1231,0.0378,keep,
533,random,0.06,1,1,0.1231,0.1003,keep,
533,random,0.2,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.2,1,1,0.1231,0.0738,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.32,1,1,0.1231,0.0461,keep,
533,random,0.2,1,1,0.1231,0.1737,keep,
533,random,0.06,1,1,0.1231,0.086,keep,
533,random,0.12,1,1,0.1231,0.0781,keep,
533,random,0.12,1,1,0.1231,0.0489,keep,
533,random,0.2,1,1,0.1231,0.1854,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.06,1,1,0.1231,0.163,keep,
533,random,0.12,1,1,0.1231,0.1148,keep,
533,random,0.32,1,,,,invalid,ambiguous/margin/ValueError
533,random,0.12,1,1,0.1231,0.0476,keep,
533,random,0.2,1,1,0.1231,0.1831,keep,
533,random,0.2,1,1,0.1231,0.1922,keep,
533,random,0.06,1,1,0.1231,0.1083,keep,
548,single,0.03,1,1,0.0482,0.0363,keep,
548,single,0.03,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.03,1,1,0.0482,0.0323,keep,
548,single,0.03,1,1,0.0482,0.0454,keep,
548,single,0.03,1,1,0.0482,0.06,keep,
548,single,0.03,1,1,0.0482,0.0678,keep,
548,single,0.03,1,1,0.0482,0.064,keep,
548,single,0.03,1,1,0.0482,0.051,keep,
548,single,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.06,1,1,0.0482,0.0425,keep,
548,single,0.06,1,1,0.0482,0.0719,keep,
548,single,0.06,1,1,0.0482,0.0873,keep,
548,single,0.06,1,1,0.0482,0.0798,keep,
548,single,0.06,1,1,0.0482,0.0538,keep,
548,single,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.1,1,1,0.0482,0.0388,keep,
548,single,0.1,1,1,0.0482,0.0716,keep,
548,single,0.1,1,1,0.0482,0.1134,keep,
548,single,0.1,1,1,0.0482,0.101,keep,
548,single,0.1,1,1,0.0482,0.0575,keep,
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.16,1,0,0.0482,0.0563,flip,
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.16,1,1,0.0482,0.0536,keep,
548,single,0.16,1,1,0.0482,0.1326,keep,
548,single,0.16,1,1,0.0482,0.1326,keep,
548,single,0.16,1,1,0.0482,0.0632,keep,
548,single,0.03,1,1,0.0482,0.0439,keep,
548,single,0.03,1,1,0.0482,0.0437,keep,
548,single,0.03,1,1,0.0482,0.0461,keep,
548,single,0.03,1,1,0.0482,0.0497,keep,
548,single,0.03,1,1,0.0482,0.0524,keep,
548,single,0.03,1,1,0.0482,0.0526,keep,
548,single,0.03,1,1,0.0482,0.0502,keep,
548,single,0.03,1,1,0.0482,0.0466,keep,
548,single,0.06,1,1,0.0482,0.0397,keep,
548,single,0.06,1,1,0.0482,0.0393,keep,
548,single,0.06,1,1,0.0482,0.0441,keep,
548,single,0.06,1,1,0.0482,0.0513,keep,
548,single,0.06,1,1,0.0482,0.0567,keep,
548,single,0.06,1,1,0.0482,0.0571,keep,
548,single,0.06,1,1,0.0482,0.0522,keep,
548,single,0.06,1,1,0.0482,0.045,keep,
548,single,0.1,1,1,0.0482,0.034,keep,
548,single,0.1,1,1,0.0482,0.0334,keep,
548,single,0.1,1,1,0.0482,0.0414,keep,
548,single,0.1,1,1,0.0482,0.0534,keep,
548,single,0.1,1,1,0.0482,0.0624,keep,
548,single,0.1,1,1,0.0482,0.063,keep,
548,single,0.1,1,1,0.0482,0.0549,keep,
548,single,0.1,1,1,0.0482,0.0429,keep,
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.16,1,1,0.0482,0.0374,keep,
548,single,0.16,1,1,0.0482,0.0566,keep,
548,single,0.16,1,1,0.0482,0.0709,keep,
548,single,0.16,1,1,0.0482,0.0719,keep,
548,single,0.16,1,1,0.0482,0.059,keep,
548,single,0.16,1,1,0.0482,0.0398,keep,
548,single,0.03,1,1,0.0482,0.0643,keep,
548,single,0.03,1,1,0.0482,0.0722,keep,
548,single,0.03,1,1,0.0482,0.066,keep,
548,single,0.03,1,1,0.0482,0.0494,keep,
548,single,0.03,1,1,0.0482,0.0321,keep,
548,single,0.03,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.03,1,1,0.0482,0.0303,keep,
548,single,0.03,1,1,0.0482,0.0469,keep,
548,single,0.06,1,1,0.0482,0.0804,keep,
548,single,0.06,1,1,0.0482,0.0962,keep,
548,single,0.06,1,1,0.0482,0.0839,keep,
548,single,0.06,1,1,0.0482,0.0506,keep,
548,single,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.06,1,1,0.0482,0.0457,keep,
548,single,0.1,1,1,0.0482,0.0858,keep,
548,single,0.1,1,1,0.0482,0.1283,keep,
548,single,0.1,1,1,0.0482,0.1077,keep,
548,single,0.1,1,1,0.0482,0.0523,keep,
548,single,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.1,1,0,0.0482,0.0319,flip,
548,single,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.1,1,1,0.0482,0.044,keep,
548,single,0.16,1,1,0.0482,0.0763,keep,
548,single,0.16,1,1,0.0482,0.1563,keep,
548,single,0.16,1,1,0.0482,0.1434,keep,
548,single,0.16,1,1,0.0482,0.0548,keep,
548,single,0.16,1,0,0.0482,0.0378,flip,
548,single,0.16,1,0,0.0482,0.0472,flip,
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.03,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.06,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.1,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,single,0.16,1,1,0.0482,0.0482,keep,
548,pair,0.03,1,1,0.0482,0.0368,keep,
548,pair,0.03,1,1,0.0482,0.0312,keep,
548,pair,0.03,1,1,0.0482,0.0355,keep,
548,pair,0.03,1,1,0.0482,0.0473,keep,
548,pair,0.03,1,1,0.0482,0.0596,keep,
548,pair,0.03,1,1,0.0482,0.0652,keep,
548,pair,0.03,1,1,0.0482,0.0608,keep,
548,pair,0.03,1,1,0.0482,0.049,keep,
548,pair,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.06,1,1,0.0482,0.0464,keep,
548,pair,0.06,1,1,0.0482,0.071,keep,
548,pair,0.06,1,1,0.0482,0.0821,keep,
548,pair,0.06,1,1,0.0482,0.0734,keep,
548,pair,0.06,1,1,0.0482,0.0499,keep,
548,pair,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.1,1,1,0.0482,0.0452,keep,
548,pair,0.1,1,1,0.0482,0.0804,keep,
548,pair,0.1,1,1,0.0482,0.1048,keep,
548,pair,0.1,1,1,0.0482,0.0903,keep,
548,pair,0.1,1,1,0.0482,0.0511,keep,
548,pair,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.16,1,0,0.0482,0.0424,flip,
548,pair,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.16,1,1,0.0482,0.0317,keep,
548,pair,0.16,1,1,0.0482,0.0677,keep,
548,pair,0.16,1,1,0.0482,0.1235,keep,
548,pair,0.16,1,1,0.0482,0.1155,keep,
548,pair,0.16,1,1,0.0482,0.0528,keep,
548,pair,0.03,1,1,0.0482,0.0596,keep,
548,pair,0.03,1,1,0.0482,0.0652,keep,
548,pair,0.03,1,1,0.0482,0.0608,keep,
548,pair,0.03,1,1,0.0482,0.049,keep,
548,pair,0.03,1,1,0.0482,0.0368,keep,
548,pair,0.03,1,1,0.0482,0.0312,keep,
548,pair,0.03,1,1,0.0482,0.0355,keep,
548,pair,0.03,1,1,0.0482,0.0473,keep,
548,pair,0.06,1,1,0.0482,0.071,keep,
548,pair,0.06,1,1,0.0482,0.0821,keep,
548,pair,0.06,1,1,0.0482,0.0734,keep,
548,pair,0.06,1,1,0.0482,0.0499,keep,
548,pair,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.06,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.06,1,1,0.0482,0.0464,keep,
548,pair,0.1,1,1,0.0482,0.0804,keep,
548,pair,0.1,1,1,0.0482,0.1048,keep,
548,pair,0.1,1,1,0.0482,0.0903,keep,
548,pair,0.1,1,1,0.0482,0.0511,keep,
548,pair,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.1,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.1,1,1,0.0482,0.0452,keep,
548,pair,0.16,1,1,0.0482,0.0677,keep,
548,pair,0.16,1,1,0.0482,0.1235,keep,
548,pair,0.16,1,1,0.0482,0.1155,keep,
548,pair,0.16,1,1,0.0482,0.0528,keep,
548,pair,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.16,1,0,0.0482,0.0424,flip,
548,pair,0.16,1,,,,invalid,ambiguous/margin/ValueError
548,pair,0.16,1,1,0.0482,0.0317,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.06,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.12,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
548,global_trans,0.2,1,1,0.0482,0.0482,keep,
