remote_path	local_path	expected_sha256	actual_sha256	ok
/root/autodl-tmp/e1a933/vision_20260924_ssh30891/cuda_matrix/receipt.json	/home/huyudi/012_conference/iclr2027/artifacts/e1a933_review/remote_vision_20260924_ssh30891/collected/receipt.json	0778d586fce1cef541f8f3ceb52de46f7381ef815fd0091002cc3902b1145b0d	0778d586fce1cef541f8f3ceb52de46f7381ef815fd0091002cc3902b1145b0d	True
/root/autodl-tmp/e1a933/vision_20260924_ssh30891/cuda_matrix/paired_analysis.json	/home/huyudi/012_conference/iclr2027/artifacts/e1a933_review/remote_vision_20260924_ssh30891/collected/paired_analysis.json	48601aebc054ef0348ba95555988304a0ba2a85de42e2d054b464462426073a3	48601aebc054ef0348ba95555988304a0ba2a85de42e2d054b464462426073a3	True
/root/autodl-tmp/e1a933/vision_20260924_ssh30891/cuda_matrix_results.tar.gz	/home/huyudi/012_conference/iclr2027/artifacts/e1a933_review/remote_vision_20260924_ssh30891/collected/cuda_matrix_results.tar.gz	63d506e9130aebee6624c3b85e476a2e87df1e39d96b4be648dbf5d0891d29e2	63d506e9130aebee6624c3b85e476a2e87df1e39d96b4be648dbf5d0891d29e2	True
