encoder_seed,head,parent,n_quartets,S,J_star,J,J_head_dev
raw_flipmine_s11,mlp_flip,376,1,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,380,3,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,399,3,1.0,0.0,0.6666666666666666,0.0
raw_flipmine_s11,mlp_flip,400,6,0.3333333333333333,0.3333333333333333,0.0,0.0
raw_flipmine_s11,mlp_flip,418,2,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,419,1,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,422,1,1.0,1.0,0.0,0.0
raw_flipmine_s11,mlp_flip,427,1,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,433,3,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,437,1,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,443,1,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,444,6,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,455,2,0.5,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,457,3,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,463,1,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,469,3,0.6666666666666666,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,484,2,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,485,2,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,489,1,0.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,491,1,1.0,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,493,6,0.8333333333333334,0.0,0.0,0.0
raw_flipmine_s11,mlp_flip,502,3,0.6666666666666666,0.0,0.0,0.0
relfeat_s11,logistic_static,1,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,10,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,13,1,1.0,0.0,1.0,0.0
relfeat_s11,logistic_static,15,5,0.6,0.0,0.0,0.0
relfeat_s11,logistic_static,16,4,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,35,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,37,1,1.0,0.0,1.0,0.0
relfeat_s11,logistic_static,39,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,49,1,1.0,0.0,1.0,1.0
relfeat_s11,logistic_static,53,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,55,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,66,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,81,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,logistic_static,82,4,1.0,0.0,0.0,1.0
relfeat_s11,logistic_static,84,8,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,87,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,90,10,1.0,0.8,0.3,0.1
relfeat_s11,logistic_static,96,2,0.5,0.0,0.5,0.0
relfeat_s11,logistic_static,98,2,1.0,0.0,0.0,0.5
relfeat_s11,logistic_static,99,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,100,3,1.0,0.0,0.0,1.0
relfeat_s11,logistic_static,102,2,1.0,1.0,0.5,0.0
relfeat_s11,logistic_static,105,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,106,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,107,6,0.6666666666666666,0.0,0.0,0.0
relfeat_s11,logistic_static,109,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,115,1,1.0,1.0,1.0,0.0
relfeat_s11,logistic_static,117,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,125,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,126,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,134,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,135,1,1.0,0.0,1.0,0.0
relfeat_s11,logistic_static,136,4,1.0,0.5,0.0,0.0
relfeat_s11,logistic_static,140,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,145,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_static,147,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,149,1,1.0,1.0,1.0,0.0
relfeat_s11,logistic_static,161,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,171,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,173,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,174,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,183,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,190,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,191,4,1.0,0.0,0.5,0.0
relfeat_s11,logistic_static,192,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,197,2,1.0,0.5,0.0,0.0
relfeat_s11,logistic_static,208,2,1.0,0.0,0.5,0.5
relfeat_s11,logistic_static,229,3,1.0,0.0,0.3333333333333333,0.3333333333333333
relfeat_s11,logistic_static,230,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,233,7,0.8571428571428571,0.0,0.14285714285714285,0.0
relfeat_s11,logistic_static,236,1,1.0,0.0,1.0,1.0
relfeat_s11,logistic_static,237,2,1.0,0.0,0.5,0.0
relfeat_s11,logistic_static,244,1,1.0,1.0,1.0,0.0
relfeat_s11,logistic_static,245,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,246,6,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,logistic_static,271,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,272,5,1.0,0.0,0.0,0.8
relfeat_s11,logistic_static,275,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,276,3,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,285,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,286,1,1.0,0.0,1.0,1.0
relfeat_s11,logistic_static,288,2,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,289,2,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,292,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,295,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,302,2,1.0,0.0,1.0,0.0
relfeat_s11,logistic_static,304,3,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,logistic_static,311,4,0.25,0.0,0.0,0.0
relfeat_s11,logistic_static,315,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,325,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,326,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,330,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,331,6,1.0,0.8333333333333334,0.5,0.16666666666666666
relfeat_s11,logistic_static,335,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,336,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,340,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,342,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,343,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,354,6,0.6666666666666666,0.0,0.0,0.0
relfeat_s11,logistic_static,357,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,362,3,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,363,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,370,2,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,372,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,logistic_static,376,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,380,3,1.0,1.0,0.3333333333333333,0.0
relfeat_s11,logistic_static,399,3,1.0,0.0,0.3333333333333333,0.6666666666666666
relfeat_s11,logistic_static,400,6,0.6666666666666666,0.3333333333333333,0.0,0.0
relfeat_s11,logistic_static,418,2,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,419,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,422,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,427,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,433,3,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,437,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,443,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,444,6,1.0,0.0,0.5,0.0
relfeat_s11,logistic_static,455,2,0.5,0.0,0.0,0.0
relfeat_s11,logistic_static,457,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,463,1,1.0,0.0,1.0,0.0
relfeat_s11,logistic_static,469,3,0.3333333333333333,0.0,0.0,0.0
relfeat_s11,logistic_static,484,2,1.0,0.0,1.0,0.0
relfeat_s11,logistic_static,485,2,1.0,1.0,0.0,0.0
relfeat_s11,logistic_static,489,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_static,491,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_static,493,6,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,logistic_static,502,3,0.6666666666666666,0.6666666666666666,0.0,0.0
relfeat_s11,ranking_static,1,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,10,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,13,1,1.0,0.0,1.0,0.0
relfeat_s11,ranking_static,15,5,0.6,0.0,0.0,0.0
relfeat_s11,ranking_static,16,4,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,35,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,37,1,1.0,0.0,1.0,0.0
relfeat_s11,ranking_static,39,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,49,1,1.0,0.0,1.0,1.0
relfeat_s11,ranking_static,53,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,55,2,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,66,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,81,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,ranking_static,82,4,1.0,0.0,0.0,1.0
relfeat_s11,ranking_static,84,8,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,87,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,90,10,1.0,0.8,0.3,0.1
relfeat_s11,ranking_static,96,2,0.5,0.0,0.5,0.0
relfeat_s11,ranking_static,98,2,1.0,0.0,0.0,0.5
relfeat_s11,ranking_static,99,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,100,3,1.0,0.0,0.0,1.0
relfeat_s11,ranking_static,102,2,1.0,1.0,0.5,0.0
relfeat_s11,ranking_static,105,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,106,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,107,6,0.6666666666666666,0.0,0.0,0.0
relfeat_s11,ranking_static,109,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,115,1,1.0,1.0,1.0,0.0
relfeat_s11,ranking_static,117,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,125,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,126,3,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,134,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,135,1,1.0,0.0,1.0,0.0
relfeat_s11,ranking_static,136,4,1.0,0.5,0.0,0.0
relfeat_s11,ranking_static,140,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,145,1,1.0,1.0,1.0,1.0
relfeat_s11,ranking_static,147,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,149,1,1.0,1.0,1.0,0.0
relfeat_s11,ranking_static,161,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,171,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,173,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,174,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,183,2,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,190,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,191,4,1.0,0.0,0.5,0.0
relfeat_s11,ranking_static,192,2,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,197,2,1.0,0.5,0.0,0.0
relfeat_s11,ranking_static,208,2,1.0,0.0,0.5,0.5
relfeat_s11,ranking_static,229,3,1.0,0.0,0.3333333333333333,0.3333333333333333
relfeat_s11,ranking_static,230,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,233,7,0.8571428571428571,0.0,0.14285714285714285,0.0
relfeat_s11,ranking_static,236,1,1.0,0.0,1.0,1.0
relfeat_s11,ranking_static,237,2,1.0,0.0,0.5,0.0
relfeat_s11,ranking_static,244,1,1.0,1.0,1.0,0.0
relfeat_s11,ranking_static,245,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,246,6,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,ranking_static,271,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,272,5,1.0,0.0,0.0,0.8
relfeat_s11,ranking_static,275,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,276,3,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,285,3,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,286,1,1.0,0.0,1.0,1.0
relfeat_s11,ranking_static,288,2,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,289,2,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,292,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,295,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,302,2,1.0,0.0,1.0,0.0
relfeat_s11,ranking_static,304,3,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,ranking_static,311,4,0.25,0.0,0.0,0.0
relfeat_s11,ranking_static,315,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,325,2,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,326,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,330,2,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,331,6,1.0,0.8333333333333334,0.5,0.16666666666666666
relfeat_s11,ranking_static,335,3,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,336,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,340,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,342,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,343,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,354,6,0.6666666666666666,0.0,0.0,0.0
relfeat_s11,ranking_static,357,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,362,3,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,363,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,370,2,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,372,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,ranking_static,376,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,380,3,1.0,1.0,0.3333333333333333,0.0
relfeat_s11,ranking_static,399,3,1.0,0.0,0.3333333333333333,0.6666666666666666
relfeat_s11,ranking_static,400,6,0.6666666666666666,0.3333333333333333,0.0,0.0
relfeat_s11,ranking_static,418,2,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,419,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,422,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,427,1,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,433,3,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,437,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,443,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,444,6,1.0,0.0,0.5,0.0
relfeat_s11,ranking_static,455,2,0.5,0.0,0.0,0.0
relfeat_s11,ranking_static,457,3,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,463,1,1.0,0.0,1.0,0.0
relfeat_s11,ranking_static,469,3,0.3333333333333333,0.0,0.0,0.0
relfeat_s11,ranking_static,484,2,1.0,0.0,1.0,0.0
relfeat_s11,ranking_static,485,2,1.0,1.0,0.0,0.0
relfeat_s11,ranking_static,489,1,0.0,0.0,0.0,0.0
relfeat_s11,ranking_static,491,1,1.0,0.0,0.0,0.0
relfeat_s11,ranking_static,493,6,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,ranking_static,502,3,0.6666666666666666,0.6666666666666666,0.0,0.0
relfeat_s11,mlp_static,1,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,10,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,13,1,1.0,1.0,1.0,0.0
relfeat_s11,mlp_static,15,5,0.6,0.0,0.0,0.0
relfeat_s11,mlp_static,16,4,1.0,0.25,0.0,0.0
relfeat_s11,mlp_static,35,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,37,1,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,39,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,49,1,1.0,0.0,1.0,1.0
relfeat_s11,mlp_static,53,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,55,2,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,66,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,81,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,mlp_static,82,4,1.0,0.0,0.0,1.0
relfeat_s11,mlp_static,84,8,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,87,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,90,10,1.0,0.8,0.3,0.1
relfeat_s11,mlp_static,96,2,0.5,0.0,0.5,0.0
relfeat_s11,mlp_static,98,2,1.0,0.0,0.0,0.5
relfeat_s11,mlp_static,99,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,100,3,1.0,0.0,0.0,1.0
relfeat_s11,mlp_static,102,2,1.0,1.0,0.5,0.0
relfeat_s11,mlp_static,105,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,106,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,107,6,0.6666666666666666,0.16666666666666666,0.0,0.0
relfeat_s11,mlp_static,109,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,115,1,1.0,1.0,1.0,0.0
relfeat_s11,mlp_static,117,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,125,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,126,3,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,134,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,135,1,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,136,4,1.0,0.5,0.0,0.0
relfeat_s11,mlp_static,140,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,145,1,1.0,1.0,1.0,1.0
relfeat_s11,mlp_static,147,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,149,1,1.0,1.0,1.0,0.0
relfeat_s11,mlp_static,161,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,171,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,173,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,174,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,183,2,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,190,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,191,4,1.0,0.0,0.5,0.0
relfeat_s11,mlp_static,192,2,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,197,2,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,208,2,1.0,0.0,0.5,0.5
relfeat_s11,mlp_static,229,3,1.0,0.0,0.3333333333333333,0.3333333333333333
relfeat_s11,mlp_static,230,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,233,7,0.8571428571428571,0.0,0.14285714285714285,0.0
relfeat_s11,mlp_static,236,1,1.0,0.0,1.0,1.0
relfeat_s11,mlp_static,237,2,1.0,0.0,0.5,0.0
relfeat_s11,mlp_static,244,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,245,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,246,6,1.0,0.5,0.0,0.0
relfeat_s11,mlp_static,271,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,272,5,1.0,0.2,0.0,0.8
relfeat_s11,mlp_static,275,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,276,3,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,285,3,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,286,1,1.0,1.0,1.0,1.0
relfeat_s11,mlp_static,288,2,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,289,2,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,292,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,295,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,302,2,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,304,3,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,mlp_static,311,4,0.25,0.0,0.0,0.0
relfeat_s11,mlp_static,315,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,325,2,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,326,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,330,2,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,331,6,1.0,0.8333333333333334,0.5,0.16666666666666666
relfeat_s11,mlp_static,335,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,mlp_static,336,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,340,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,342,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,343,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,354,6,0.6666666666666666,0.0,0.0,0.0
relfeat_s11,mlp_static,357,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,362,3,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,363,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,370,2,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,372,3,1.0,0.3333333333333333,0.0,0.0
relfeat_s11,mlp_static,376,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,380,3,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,399,3,1.0,0.0,0.3333333333333333,0.6666666666666666
relfeat_s11,mlp_static,400,6,0.6666666666666666,0.3333333333333333,0.0,0.0
relfeat_s11,mlp_static,418,2,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,419,1,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,422,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,427,1,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,433,3,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,mlp_static,437,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,443,1,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,444,6,1.0,0.0,0.3333333333333333,0.0
relfeat_s11,mlp_static,455,2,0.5,0.0,0.0,0.0
relfeat_s11,mlp_static,457,3,1.0,0.0,0.0,0.0
relfeat_s11,mlp_static,463,1,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,469,3,0.3333333333333333,0.0,0.0,0.0
relfeat_s11,mlp_static,484,2,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,485,2,1.0,1.0,0.0,0.0
relfeat_s11,mlp_static,489,1,0.0,0.0,0.0,0.0
relfeat_s11,mlp_static,491,1,1.0,0.0,1.0,0.0
relfeat_s11,mlp_static,493,6,1.0,0.6666666666666666,0.0,0.0
relfeat_s11,mlp_static,502,3,0.6666666666666666,0.6666666666666666,0.0,0.0
relfeat_s11,logistic_flip,1,1,1.0,0.0,1.0,1.0
relfeat_s11,logistic_flip,10,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,13,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_flip,15,5,0.6,0.0,0.0,0.0
relfeat_s11,logistic_flip,16,4,1.0,0.5,1.0,1.0
relfeat_s11,logistic_flip,35,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,37,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,39,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,49,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,53,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,55,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,66,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_flip,81,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
relfeat_s11,logistic_flip,82,4,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,84,8,0.875,0.0,0.0,0.0
relfeat_s11,logistic_flip,87,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,90,10,1.0,0.8,0.9,0.9
relfeat_s11,logistic_flip,96,2,0.5,0.0,0.0,0.0
relfeat_s11,logistic_flip,98,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,99,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,100,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,102,2,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,105,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,106,1,0.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,107,6,0.5,0.5,0.16666666666666666,0.0
relfeat_s11,logistic_flip,109,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,115,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,117,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,125,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,126,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,134,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,135,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,136,4,1.0,0.5,0.5,0.75
relfeat_s11,logistic_flip,140,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_flip,145,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,147,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,149,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,161,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,171,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,173,1,1.0,0.0,1.0,1.0
relfeat_s11,logistic_flip,174,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,183,2,1.0,0.0,1.0,1.0
relfeat_s11,logistic_flip,190,1,1.0,1.0,0.0,0.0
relfeat_s11,logistic_flip,191,4,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,192,2,1.0,0.0,0.0,1.0
relfeat_s11,logistic_flip,197,2,1.0,0.5,0.5,0.5
relfeat_s11,logistic_flip,208,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,229,3,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,230,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,233,7,0.8571428571428571,0.5714285714285714,0.0,0.0
relfeat_s11,logistic_flip,236,1,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,237,2,1.0,0.0,0.0,0.0
relfeat_s11,logistic_flip,244,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,245,1,1.0,1.0,1.0,1.0
relfeat_s11,logistic_flip,246,6,1.0,0.5,0.5,0.5
