bank_index,parent_sha256,quartet_coords_sha256,x_image_sha256,A_image_sha256,B_image_sha256,AB_image_sha256
117,1d6ca20d4800d32a40539f25a4c17f36b38453eaa5c7cb550cd9ace718d1d435,f05ba7e3ab8a1b4ae63497abc73db090a708e1fa13b52c9bb2b4c987b7a518d3,a8aad1dbe3ea0da1383da6cb56a4d689628285610b847e88218b3f4e22fe5aa9,7abb9aa1767655ff59978373b2678f7239ea6832970113506d29d4dcb26f6960,4a64e08de1fc6e0f3a4e3f5664a7ced5633ddc122b29ed20deddc3173f32447d,ddfae9611bbbc1fd11ba54330a30b8a71f115da886b3368c7ce0f100c701ec03
317,ae884e65b33a082c9756b86a5a020bc950275c7876e165a5cc4edd16b5b164d2,96cb12921bd6db944ca098a94e1e69a5b8fe6d202c42925103e463e2d7320462,3c47309434da6585a50d022c2602130ea2cbf67a6a1fa500a91dd7908ffebf29,b4681cb2dca863a7a81907d0f351389cb0627c6178070d011436bccdcbd81db0,f0e4533af1bd5d26c522b3158f955182075462b25d26273a43743993d42cde15,b7f7ec8eb5a94cda7098baafa4b365f49ce49412ea971fe6e1ba06e89c65f281
503,85f657c0f01fb5bf8da71bb5433efd39ca17f318ce638fafae2967fbdc475556,6bb5439ca160811b59d145ec882be52e680cdb3c12c54d4e5bf7ee156ebb9c10,c16f6c302a7ce2d7b553200d4a117bc4bfabfba53d15e97785a53505950ad590,402baab9f121bfe6d5b2fba458901c4db432485e8d539ef738385419523f9d29,c36cd1425d9ca5ee1720b21f820110395290171e8cb98ae7b9e559cd5d1b97e1,8f487805e04d7b52758b919912d2ea9abf69a004b04aee592201de14a230f0ee
141,8b381f4712f4f0f574ed067359d6ed479d8c3d0c5dd1ee6a7a94b1ff0ab2cce5,718191c4cbae88e4cc91cad46629fcac3137055e193a0ee8e0b2e127cddef727,c23f181b50dd60d1e108866b67652824d034c27517ee5e47d4106c9f0569bee4,24eaacbadacb5d8dea4037478468d5409c790b01fcdd5dada36e7e553d447ac8,b4f7856c4d283f52a5eacd9b28e3b42eab9c28177fea63f267eea8743f4ecb9c,aed216cbf8202fcc73ff4bfd228c9eb8556c9f9138f07ffb3cb31ea5e2ee07c0
115,1d6ca20d4800d32a40539f25a4c17f36b38453eaa5c7cb550cd9ace718d1d435,13fe587067866aa7d13713b0ed3916f718c8280f2faece247461510c2fcd89bd,f3893c92253a8eeea903cc4dc4520932a69aa86994f4da600545806991129e91,1a0d8dc2306f808c5f91d9304521e0f0b561135d862ac8caf4b0884fd16eab40,a2749e41b74224f8decd35db70c1ba2dfe21884a3d4bdf238b56f822a6d7f23f,2867a6b3b21f1c51c49cb6edbc373780dcec9957e2d5cfcb71063c4b1c21bea6
444,6f44d6ea1e2b1d101dadadbe41e68d1baa526c8daf892fac989db02826731371,471bc6e032a4802f829be8f8603194dcfec06154aebaf57113a71c7888bce4b7,5969104f94110f44131381df0a4fd4d6e8b682e4a5cca5210a3c100ae572297a,97e523d0701e8e7d5b7afba9286bed497e528bd534319db652d0d5f830c1e9ae,d51b1dee4057f2f4ceb403fcae5a0ee06fb4318d5a2c79f6ec764facfb73063e,dab2b2cdb3b734e61eef9c7daa3fd8c4b509a6a32b740833fdd23d7802b0bf67
216,4dae23e485538d4d8f005fa5f764949abb91499f9ed8c30627d93f146a9ce5b5,a7e72b310280d320f9a2ac9509ac3b4540063bc4cc47241a70078774b9e4bf18,f2b66f83484a54de1f949397c22aff9930ac73b527a2b99296ef2ca93edadb5c,bf79c702b6baaed583ee6f1b81a43b9dc62f8bc025a4013056ccbf1fb5291e3c,37db1590674d111bb9844f093366dfa5b611c5c0687730168e1482e6291b4855,dd0d279c36cf526cce790569539d2b1545c5ab2f4147cc890db7f44e01ff302e
517,c4201464ae6914dd70f35b813b388740833261e0e1958c2cf3ee12ae5f19f650,ff599110af9d2e7a0bb4e10d81c713a6f1a0d1f7900970bdff400659a1cd0849,cf58b2763f0b26a8bcd8de7899e2c6242eda9b406097195b26fb4b54e9ca065c,f596f080f1f4ca582b2645bd20c61b4f7c93d63c644789455f50e4c952ae62b9,df3bce18eb38a1544d9f5f9ef8d3157c2775420c1c12befb45043212460be451,0641f90461f8835c322833e90467cd9822ad84b94b9e5f0cc428b338d41fcce7
386,1d34a99a4f51357c54246321a3ab8f9bc81ed50dc571c79616315aae41373748,94d2d90ebffd312af83dbfeef75413959cdc65e2f739b2a59971ecb85596c88e,4247eaf568d72f9f7b870abbdb319ac6c91f8d622d6b676720ff4590fe828052,f8feedae43c2468103b50b7dfec579cd38378417723f813c6369f2e9bbc98092,59a66f39c2823d8cef0bf26fb6f1ce18842da07d916a2ffc12d6139e4119ed8a,72ab1f94a5a7ea53e94b9bd2633f7e4ee13af18e4c4a7dfc2dce38d71aa278d5
276,f753e8b646ef340b062283efd52a922df299b928639095da57736bb16485d7ac,19ed93b9a013c42a06ac623ba25a0e7204ea7aac96d8a4cce57f3891806169bb,c86ed35ccab426e65e26917657618b131aeb71243318164b2cbad88b96d18887,78e3e07d075f976b19a48f98d5eed5da54d89465c0bbb16b095e6b566d54c182,be1c98917686658792b99a12b336de1c07696476cedf88e4b1ff709c98d5c6a6,64b2dbfaf27727ce3c6a445ca05c6b5de94bf6f7522a29d075493911501b94b9
181,3b9a8ecb9edca9af654ac7bf2670852e62df9bf00f625dde281066e2a69967a7,5cd9dddcdf03cf5ddb66db41b113f800a40aaab1e28762d09cf6f9b88dc536f3,e38adaacf43b834197fca66de2cfb55f6bce2ddc793847edf0f589f66e0c1462,b5c534c4d22fae1dd44c5aad80bcbf9787699fadb384b168fcf45f2ab53ed231,700b347b57246aacd1ac5abe66aa66d00d02ba0ac8928408368e3f6e91412912,921f96cc1db2efaf70e50020b0ba1e6fb281b090fd811a28859cde190af46fe7
15,febcaa4bc141cea94609ecc82ff3ed24d08df14b33f5c40bb82d66c10f248b68,43f297fc3da88d1da088698ce5cddf59efd587c0beb71d4ff5c85bbee35b59c1,1fb91e2538d0894182384abbdb0ba0e1983e63b6e5d3f44c78afcd31b163902d,e59a45fcfb67493fe14d2b11a9365aaae80080a98498dbe04c6733bfe0aba091,aa2ac9d6b128a3ee680144fb559839f07389883b9f1c67212108d054a1c11376,4592f7af1c9e754b47d4da2129027f1e8fcebf5cd6017a290ceb702de17331d0
491,cad6a32d2776422f0f5af8f7af2d74bda4414d7bccf840a65f3b877b60ad995c,4f17d0dc61cb1a09af94f3aee294814daa66038df199d369c0b11beab3f6719c,07a324deb45f73c052f7c5e2407b6fbd67314293ae9f43a3fe64aa425934bdfd,aca2ba7bfebce4405d3d71275d8c04187ad58dcd97195e3cefaca3070c9cec9f,367fad6f9fa41b1faf6aff9df65103feb077332010f331372fcbaf8880928b76,95eb2fc583b3e912d5b8276016e96e1fd43f2469bea7701b128ed137c9a1de0f
127,a545d38b6155f5ab179fb920d0fdf58558a7e048ff94d4230177bd277e12be45,d3566b013fdf390dfe6601344628d2488f13a46c61d851734d5a3a34d621bef4,33da9334311d7ddbc504861f548b3a377af82c406caef73677931ca8f32cbd1a,c226743a1e12a80de9ed0dfd745926492d7d92c51b6b2b75b5d2fd31e48e03ac,bfac5da255c369696a5994735e34e6ffa493b521e89c9db1ddcae1b35a70f96d,4f22f54756046cc8b82cc592684937c205283f113961d5975ccd1eb6d1722c5a
410,622308acca7e1e1b9702cc0b6315e520c2f1e91229974c079204b9412a7a454f,aab64b08d2229470321ce6b426e02a7c802093e482fcdb1599c3163207667168,ddf992b09bf91bcf797e8fbbe99ecf91ed6d05c9db31b89ee61a25066db2b2b9,c066c7cd47c8428a471ec0d603c3d4c10f1887c53a5efc523d97620b3a3f9cf4,bacd897277612239651c9ecaff4db18b6c30a9f8345bcd9692ae3b0f66bcb9a4,c9470e77a179f0517aa72c35a97e90be077c1f495630768b63c5551cb51870ae
218,0e1fbfc5e5bc5da52eec9b644f5cf31d658cb5a9d7bbb8e6dd7f80a41f23c87a,0e2b7ea24d643ed65b48670b8c5e0f8aa7c5e14a89bb8cd1d213a71b03c59d4b,d4bde66f592e15eb33004f16719153bb35cf95da49176718f797cb98401ad140,d3f4cf11013fdbefd0dea9e05b62c158ac8646446473a65396694ba5350c3f09,6bacec894be534a65534e0abb25d3ec3c02ab1ff0656627626b1c8f08d47f61e,0d900e6764a51ef4435ca1a164987978591b517d09223f2d0a64eff357a9513b
35,e53e0d9c2a21ec68b973c91e0932771e8358faf5ce0fe1f1e2b06055376b140a,280d059a998323ce37245abf7fa6db6680a14b89a7f03296bd1b304d8225e8ac,fea801805a6cefb8885d866c25a92695bf1278e213749d304210c7df59cd6d84,b2ba49d13c3966c1e6372d6d3c8ae81a75723f3cc9289f7a082fa1ceb20616d7,f7a31f4d62c8134ed2c1c1a992e6d9a83683a0127dc1e614c1ca5705e600d631,e3a8a16be4d788923410560c1cf5cb63437b2a32c4f3984134f25adf892497a2
41,7933b95455cdff81f1ecf025ca3ba9fdc02deab4b44727dcf54ad2b5a2b1fdad,502d9e26eeed42f0f4ba049a808243ccd46d84509329daa5f44d846ecc2d303a,22db317b58fcddbaab01faa1bd8d148478bb714965204335557c589af5a8e830,99710f7ec2604da905275c848b8a17622942f3de0a9b95f33dbe500e4cddb2c7,006797b60d1e27283b86edcee4012380d228c5a04963700eb4e1d07d7b2b5dc5,70172967a58b0deb5d4cae0c29647fa73e7887e35cb412b7d704595713a94768
221,341d1a151b5f5de37b855e1752705eca3dfb3739cc31c695c22ba061a5f47b1b,6f39dac0633bbc07cd48c1a15d73169e24089899b75c51bd8fcbd9369fd833c1,ca92eccfa5422013f87396bdb9170f32fb5b545b946d94af1270e3c78f183adb,06c915b71181dd3939d2cdd462372264bce9b1fc765d80be6437daa2fe9baff1,e8d8d79149fc0cd2a2dfad9d373f749432681841f66d35255c5ffaa78e88fe95,fd72745f51c16e118289e91c2ed3ef2668f8770785b2255885c0b2dcb0c233e5
