pair,encoder,seed,model,target_dev_coverage,tau,dev_coverage_selected,scene_set,scene,scene_oracle_feasible,acted,success,selected_row,selected_candidate,score_used,action_cost,net_benefit
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,0,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,3,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,7,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,13,True,True,True,8204,21,16.237803,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,14,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,16,True,True,True,11488,22,13.163639,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,30,True,True,False,2945,5,13.262961,0.070711,-0.070711
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,35,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,38,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,49,True,True,False,11194,22,14.801476,0.226274,-0.226274
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,55,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,60,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,62,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,74,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,79,True,True,False,10309,19,15.228064,0.226274,-0.226274
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,81,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,82,True,True,False,11808,48,18.224583,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,84,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,87,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,90,True,True,False,1816,3,15.908096,0.070711,-0.070711
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,94,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,97,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,98,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,102,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,105,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,106,True,True,False,11612,48,13.696495,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,109,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,110,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,113,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,114,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,115,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,122,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,126,True,True,False,11076,2,15.51649,0.070711,-0.070711
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,135,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,136,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,140,True,True,False,9848,48,22.441967,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,145,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,149,True,True,True,5971,42,13.555935,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,157,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,162,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,166,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,171,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,dev43,172,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,1,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,2,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,5,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,11,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,17,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,18,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,19,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,20,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,21,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,23,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,27,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,31,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,33,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,34,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,43,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,48,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,50,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,63,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,68,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,76,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,78,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,83,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,85,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,88,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,89,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,93,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,104,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,112,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,117,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,119,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,120,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,123,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,129,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,138,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,143,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,148,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,153,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,154,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,155,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,160,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,164,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,165,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,168,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,173,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,174,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,175,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,179,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,185,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,188,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,190,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,191,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,193,False,True,False,2476,26,13.311809,0.070711,-0.070711
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,194,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,196,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,197,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,198,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,201,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,202,False,True,False,9969,22,14.940926,0.226274,-0.226274
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,205,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,206,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,207,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,208,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,210,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,213,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,214,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,215,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,225,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,226,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,228,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,229,True,True,False,8623,48,20.952911,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,230,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,232,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,233,True,True,False,5732,48,19.381271,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,235,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,236,True,True,False,8841,21,14.658178,0.226274,-0.226274
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,237,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,239,True,True,False,2547,48,32.566082,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,242,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,243,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,244,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,245,True,True,True,11820,11,14.998971,0.141421,0.858579
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,246,True,True,True,7271,19,14.048806,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,247,False,True,False,2422,21,13.808254,0.226274,-0.226274
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,248,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,252,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,254,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,257,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,258,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,266,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,267,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,271,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,272,True,True,False,3478,48,15.420568,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,274,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,276,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,278,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,280,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,286,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,287,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,288,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,289,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,290,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,291,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,292,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,294,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,296,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,297,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,298,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,299,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,301,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,302,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,303,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,304,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,305,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,306,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,308,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,313,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,316,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,318,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,319,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,320,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,322,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,325,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,326,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,328,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,329,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,331,True,True,False,700,14,14.043753,0.141421,-0.141421
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,332,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,333,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,334,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,335,True,True,False,11165,42,14.530954,0.226274,-0.226274
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,339,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,340,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,342,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,343,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,345,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,346,True,True,False,1571,3,14.406669,0.070711,-0.070711
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,349,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,353,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,354,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,355,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,356,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,357,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,358,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,360,True,True,False,3870,48,23.627029,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,363,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,364,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,367,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,368,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,369,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,370,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,375,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,376,True,True,False,12212,11,13.673359,0.141421,-0.141421
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,378,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,380,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,382,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,384,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,385,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,386,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,387,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,389,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,391,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,392,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,393,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,394,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,396,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,397,True,True,True,3373,41,14.986515,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,399,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,400,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,404,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,405,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,408,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,410,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,412,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,414,False,True,False,10,10,15.395721,0.141421,-0.141421
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,419,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,420,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,423,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,425,True,True,True,805,21,13.19996,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,427,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,429,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,430,True,True,False,11030,5,14.675049,0.070711,-0.070711
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,431,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,433,True,True,False,5634,48,16.585794,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,437,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,442,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,444,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,445,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,449,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,453,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,455,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,457,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,462,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,463,True,True,True,6412,42,14.910018,0.226274,0.773726
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,465,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,469,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,473,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,478,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,481,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,483,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,484,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,485,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,486,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,488,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,489,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,490,False,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,493,True,False,False,-1,-1,,0.0,0.0
raw_s11,raw,11,clean,0.25,13.163639,0.2558,eval213,500,True,False,False,-1,-1,,0.0,0.0
