bank,init,contrast,seed,scope,parent,n_quartets,baseline110_n,full_repair_n,full_repair_denominator,full_repair,migration_n,migration_denominator,migration,endpoint_gain_n,full_repair_among_endpoint_gains,H_neither_endpoint_n,baseline111_n,regression111_n,baseline111_regression,J4,paper_CCM,source_file,disaggregation_file
canonical224_159,pretrained,flip_minus_static,805,parent,105,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,107,3,1,0,1,0/1,0,1,0/1,0,missing,1,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,114,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,128,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,140,4,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,146,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,165,2,2,1,2,1/2,1,2,1/2,2,1/2,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,181,3,0,0,0,missing,0,0,missing,0,missing,0,3,1,1/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,183,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,185,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,203,2,2,0,2,0/2,2,2,2/2,2,0/2,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,209,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,211,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,215,3,2,2,2,2/2,0,2,0/2,2,2/2,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,216,4,4,4,4,4/4,0,4,0/4,4,4/4,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,228,4,1,0,1,0/1,0,1,0/1,0,missing,1,3,0,0/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,239,3,0,0,0,missing,0,0,missing,0,missing,0,3,0,0/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,245,1,1,1,1,1/1,0,1,0/1,1,1/1,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,252,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,272,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,290,1,0,0,0,missing,0,0,missing,0,missing,0,1,1,1/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,300,2,1,1,1,1/1,0,1,0/1,1,1/1,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,303,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,310,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,314,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,317,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,321,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,325,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,329,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,336,4,0,0,0,missing,0,0,missing,0,missing,0,4,0,0/4,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,345,3,2,0,2,0/2,0,2,0/2,0,missing,2,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,350,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,353,2,1,0,1,0/1,0,1,0/1,0,missing,1,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,356,1,1,0,1,0/1,0,1,0/1,0,missing,1,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,363,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,364,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,369,4,0,0,0,missing,0,0,missing,0,missing,0,4,0,0/4,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,371,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,377,1,1,0,1,0/1,0,1,0/1,0,missing,1,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,378,3,1,0,1,0/1,1,1,1/1,1,0/1,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,382,2,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,384,4,2,2,2,2/2,0,2,0/2,2,2/2,0,2,2,2/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,392,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,396,3,2,2,2,2/2,0,2,0/2,2,2/2,0,1,1,1/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,400,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,401,4,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,413,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,414,3,0,0,0,missing,0,0,missing,0,missing,0,3,0,0/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,417,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,418,2,2,0,2,0/2,0,2,0/2,0,missing,2,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,421,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,424,4,0,0,0,missing,0,0,missing,0,missing,0,4,0,0/4,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,436,4,0,0,0,missing,0,0,missing,0,missing,0,4,0,0/4,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,441,3,1,0,1,0/1,0,1,0/1,0,missing,1,2,1,1/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,443,3,2,2,2,2/2,0,2,0/2,2,2/2,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,444,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,458,3,1,1,1,1/1,0,1,0/1,1,1/1,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,460,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,461,1,1,0,1,0/1,0,1,0/1,0,missing,1,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,465,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,472,3,0,0,0,missing,0,0,missing,0,missing,0,3,0,0/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,480,4,1,1,1,1/1,0,1,0/1,1,1/1,0,3,0,0/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,805,parent,494,2,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s805/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,3,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,21,3,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,32,4,0,0,0,missing,0,0,missing,0,missing,0,4,0,0/4,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,37,4,2,0,2,0/2,2,2,2/2,2,0/2,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,45,3,0,0,0,missing,0,0,missing,0,missing,0,3,2,2/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,63,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,64,4,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,72,4,2,2,2,2/2,0,2,0/2,2,2/2,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,86,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,92,1,0,0,0,missing,0,0,missing,0,missing,0,1,1,1/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,94,2,1,1,1,1/1,0,1,0/1,1,1/1,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,105,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,107,3,1,0,1,0/1,0,1,0/1,0,missing,1,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,114,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,128,1,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,140,4,0,0,0,missing,0,0,missing,0,missing,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,146,2,0,0,0,missing,0,0,missing,0,missing,0,2,0,0/2,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,165,2,2,1,2,1/2,1,2,1/2,2,1/2,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,181,3,0,0,0,missing,0,0,missing,0,missing,0,3,1,1/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,183,1,1,1,1,1/1,0,1,0/1,1,1/1,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,185,2,2,2,2,2/2,0,2,0/2,2,2/2,0,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,203,2,2,1,2,1/2,0,2,0/2,1,1/1,1,0,0,missing,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,209,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,211,1,0,0,0,missing,0,0,missing,0,missing,0,1,0,0/1,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
canonical224_159,pretrained,flip_minus_static,806,parent,215,3,0,0,0,missing,0,0,missing,0,missing,0,3,0,0/3,missing,missing,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/paired_analysis.json,artifacts/e1a933_review/vision_gpu_interpretation/cuda_matrix/pretrained_static_s806/predictions.npz
