seed,parent,t_star,min_margin_win,margin_slope,cost,max_slope,max_curv,trans_width,slope_asym,min_abs_logit,speed_conc,max_angle,hyper_dist,z_length,miss,abserr
11,99,0.503466,0.000923,-0.059093,0.284816,42.474121,59.113281,0.0,1.92108,36.772751,0.200413,0.008782,10.502748,7.105567,1,nan
11,99,0.503466,0.000923,-0.059092,0.284816,44.077637,449.898438,0.0,13.867632,34.733673,0.211034,0.09279,9.954651,7.299428,1,nan
11,482,0.781256,2e-06,-0.000114,0.64651,145.998535,457.145508,0.046154,29.49719,1.444606,0.086369,0.048843,1.567904,21.800825,0,0.122845
11,482,0.781256,2e-06,-0.000114,0.64651,181.129395,562.90625,0.015385,14.372711,11.457945,0.009389,1.333298,3.197942,22.663709,0,0.293987
11,474,0.746019,0.000388,0.024814,0.556823,121.501404,193.033203,0.0,2.269626,31.60755,0.195826,0.010915,11.05338,29.396639,1,nan
11,474,0.746019,0.000388,0.024813,0.556823,161.32959,744.390625,0.0,16.895707,12.89706,0.15158,0.031202,5.511661,33.061699,1,nan
11,373,0.889635,0.00016,0.010261,1.28142,312.275391,680.925293,0.0,30.025065,4.001441,0.030643,0.126269,1.68012,54.170749,1,nan
11,373,0.889635,0.00016,0.010261,1.28142,313.909912,1338.307373,0.030769,9.51087,0.906313,0.09956,0.057722,2.600575,55.820474,0,0.086365
11,377,0.86994,0.000203,0.013007,1.087357,322.207031,1363.296875,0.0,35.352146,27.943407,0.094899,0.033745,9.93622,62.042577,1,nan
11,377,0.86994,0.000203,0.013007,1.087357,342.490234,1887.84375,0.0,108.579441,22.727066,0.081533,0.045099,7.22186,62.964949,1,nan
11,337,0.764669,0.000415,0.02659,0.600949,130.726074,377.121033,0.046154,12.546093,0.000369,0.155328,0.023234,1.046358,20.980757,0,0.063461
11,337,0.764669,0.000415,0.026589,0.600949,125.628906,225.48877,0.030769,8.021528,0.441537,0.158669,0.026172,0.927033,22.100084,0,0.054695
11,151,0.846666,0.000499,-0.031947,0.9223,158.661865,665.730469,0.0,35.159275,9.72452,0.197596,0.021109,5.818479,39.067906,1,nan
11,151,0.846666,0.000499,-0.031947,0.9223,180.105469,336.998047,0.015385,19.518577,2.273797,0.204347,0.023023,4.36139,41.439927,0,0.1063
11,475,0.482286,0.000494,0.031644,0.273166,30.120361,113.126953,0.0,3.060684,8.688246,0.21367,0.011108,2.840409,5.63821,1,nan
11,475,0.482286,0.000494,0.031644,0.273166,26.46875,8.230469,0.061538,0.34783,8.732565,0.210453,6e-06,2.925225,6.250905,0,0.509224
11,250,0.83917,0.002909,0.186198,0.879316,232.609131,147.229492,0.107692,2.26584,2.478565,0.03478,0.012228,1.047895,25.853632,0,0.269852
11,250,0.83917,0.002909,0.186198,0.879316,293.165039,280.904419,0.153846,10.579888,1.806996,0.006211,1.274613,0.573406,25.169344,0,0.307877
11,187,0.827631,0.000368,0.023538,0.82046,137.189453,246.083984,0.076923,0.974498,2.976224,0.093796,0.022037,1.692337,19.041856,0,0.214756
11,187,0.827631,0.000368,0.023537,0.82046,158.693359,961.955078,0.046154,17.927925,6.867228,0.052974,2.822693,2.439293,18.941061,0,0.28421
23,454,0.832354,0.002618,-0.167563,0.843567,95.071411,926.857422,0.030769,38.232001,1.330091,0.084442,0.073175,2.060665,25.632927,0,0.120251
23,454,0.832354,0.002618,-0.167564,0.843567,97.984467,936.675171,0.138462,37.224679,0.098017,0.07361,2.427678,0.12293,23.738842,0,0.0163
23,365,0.801039,0.001694,-0.108422,0.710804,46.092163,319.449219,0.0,10.790997,15.949369,0.223211,0.074598,7.330719,13.337837,1,nan
23,365,0.801039,0.001694,-0.108423,0.710804,68.54541,180.054688,0.046154,6.163039,2.389094,0.153548,0.018502,2.176325,18.530397,0,0.149006
23,491,0.420919,0.000166,0.010612,0.244218,15.099182,12.995117,0.0,0.42274,9.461892,0.216393,0.006462,4.013352,5.055559,1,nan
23,491,0.420919,0.000166,0.010612,0.244218,20.635742,105.857422,0.0,2.628283,7.022706,0.240224,0.005885,3.180362,5.445394,1,nan
23,249,0.819529,0.002938,-0.188003,0.783624,38.431519,173.197754,0.123077,4.723863,0.219279,0.134151,0.035833,0.552711,10.093499,0,0.09795
23,249,0.819529,0.002938,-0.188004,0.783624,37.241882,414.33728,0.076923,2.29617,0.095668,0.147177,0.087782,0.035333,9.777402,0,0.010887
23,330,0.365549,0.001414,-0.090481,0.222903,0.929718,21.937012,0.0,0.354024,1.958754,0.168181,0.662432,0.735567,0.250263,1,nan
23,330,0.365549,0.001414,-0.090484,0.222903,0.172401,0.002686,0.0,6e-06,2.104393,0.256351,0.000652,0.782569,0.061492,1,nan
23,424,0.842981,0.00054,0.034592,0.900663,45.609055,43.327148,0.046154,1.755374,2.798571,0.029441,0.140322,1.188962,10.210876,0,0.296532
23,424,0.842981,0.00054,0.034591,0.900663,46.649048,392.390625,0.107692,11.778769,0.09206,0.108516,0.100233,0.771811,10.008962,0,0.098743
23,141,0.853354,0.003193,0.204335,0.964368,77.604858,477.138641,0.215385,18.502972,0.030855,0.052136,0.126394,0.063196,17.774366,0,0.032497
23,141,0.853354,0.003193,0.204334,0.964368,70.826904,783.537506,0.092308,27.192831,0.27866,0.099352,0.183412,0.23472,18.21564,0,0.016117
23,347,0.652529,0.000188,0.012018,0.407001,22.884552,107.960175,0.184615,1.923537,0.008524,0.190308,0.034696,0.211624,4.824387,0,0.042465
23,347,0.652529,0.000188,0.012018,0.407001,28.800323,234.498047,0.092308,8.54114,3.371487,0.17799,0.15827,1.759336,5.62901,0,0.281784
23,460,0.873178,0.002253,0.144207,1.115105,112.943726,1326.4646,0.030769,51.495073,0.410039,0.115317,2.66171,0.610432,29.32748,0,0.03875
23,460,0.873178,0.002253,0.144206,1.115105,143.296631,60.510986,0.092308,2.24894,0.138174,0.054214,0.008041,0.173949,28.704627,0,0.022339
23,133,0.831984,0.00118,-0.075519,0.841714,90.049194,550.252197,0.0,19.160744,1.136691,0.031431,1.011532,0.448156,21.57347,1,nan
23,133,0.831984,0.00118,-0.075521,0.841714,96.256226,424.02002,0.061538,27.622641,0.046732,0.062628,0.091238,0.599991,22.932963,0,0.065125
23,192,0.276129,0.000495,0.03168,0.195368,5.733447,12.218018,0.138462,0.224393,2.54705,0.180685,0.029726,1.047519,1.410504,1,nan
23,192,0.276129,0.000495,0.03168,0.195368,6.278389,16.669922,0.092308,0.398332,3.107096,0.114158,0.059559,1.205789,1.362991,1,nan
23,125,0.511168,0.001145,0.073311,0.289305,7.577574,82.822266,0.323077,0.602638,0.051602,0.240569,0.048309,0.215939,2.152328,1,nan
23,125,0.511168,0.001145,0.07331,0.289305,5.134294,66.507202,0.353846,1.337727,1.213335,0.171207,0.085477,0.578663,1.518873,1,nan
23,159,0.821524,0.001284,0.082195,0.79239,78.831543,213.150391,0.0,6.408346,5.093777,0.137891,0.014589,3.028184,24.481071,1,nan
23,159,0.821524,0.001284,0.082195,0.79239,90.39563,146.216309,0.046154,9.220053,1.439882,0.160002,0.016223,1.941948,25.729045,0,0.115063
23,167,0.515837,6.3e-05,-0.004053,0.292095,9.98674,4.334229,0.2,0.05546,2.747504,0.189814,0.008929,1.35799,3.892713,0,0.376171
23,167,0.515837,6.3e-05,-0.004049,0.292095,10.079422,14.983154,0.153846,0.701707,2.980967,0.18052,0.016148,1.39627,3.605744,0,0.446156
23,95,0.710596,0.003082,-0.197253,0.488662,28.586426,274.460938,0.169231,9.407998,0.520056,0.152579,0.065829,0.656699,8.544149,0,0.1311
23,95,0.710596,0.003082,-0.197253,0.488662,29.158295,161.595703,0.123077,0.976434,0.954085,0.190083,0.027073,1.090572,8.822053,0,0.140774
23,273,0.721552,8.3e-05,-0.005324,0.507893,31.752502,17.140625,0.0,0.364273,24.537392,0.198331,9e-06,10.099978,12.167413,1,nan
23,273,0.721552,8.3e-05,-0.005325,0.507893,30.792358,49.269531,0.0,0.903162,25.91881,0.206412,0.007894,10.581759,11.454487,1,nan
23,240,0.265764,1.7e-05,-0.001114,0.19261,8.464691,77.833496,0.0,2.766524,5.043675,0.207475,0.045102,2.050605,2.454801,1,nan
23,240,0.265764,1.7e-05,-0.001113,0.19261,8.298203,79.379395,0.0,2.164271,4.959514,0.23082,0.040871,2.059923,2.403601,1,nan
23,388,0.849726,0.005436,-0.347902,0.941091,22.148674,251.92038,0.153846,9.332237,0.016429,0.185681,0.125315,0.455745,6.97723,0,0.089745
23,388,0.849726,0.005436,-0.347906,0.941091,29.785492,79.180786,0.123077,3.138517,1.332072,0.049944,0.038247,0.684956,7.705407,0,0.216194
23,468,0.863398,0.005062,-0.323966,1.035269,122.949402,1518.522217,0.030769,19.012472,4.539138,0.009565,0.868527,1.784355,30.17169,0,0.182625
23,468,0.863398,0.005062,-0.323966,1.035269,102.906494,1588.197266,0.061538,13.987154,0.271382,0.101321,0.308201,0.352472,30.225767,0,0.028355
23,275,0.285688,0.000707,-0.04523,0.197983,11.646202,25.594238,0.153846,0.836574,5.799327,0.196113,0.013182,2.488227,3.919539,0,0.663143
23,275,0.285688,0.000707,-0.045229,0.197983,9.949524,0.008789,0.046154,5.3e-05,5.874747,0.214322,8e-06,2.483804,3.405443,1,nan
23,282,0.873869,0.000322,0.020603,1.12123,61.811646,114.98291,0.0,4.220151,2.384788,0.097387,0.06286,1.485025,14.597159,1,nan
23,282,0.873869,0.000322,0.020604,1.12123,52.465088,68.3125,0.0,2.684466,2.805223,0.095043,0.049761,1.630186,14.359645,1,nan
23,464,0.823561,0.003134,0.200557,0.801536,53.249451,67.995605,0.307692,1.191624,0.125275,0.082302,0.070635,0.293462,6.720253,0,0.504715
23,464,0.823561,0.003134,0.200558,0.801536,45.416138,9.86499,0.076923,0.247033,3.908881,0.006702,0.467088,1.450378,6.123234,0,0.512184
23,103,0.82258,0.002252,0.144104,0.797096,45.305359,331.400452,0.138462,6.054323,0.704924,0.075469,0.174648,0.598828,9.798468,0,0.132412
23,103,0.82258,0.002252,0.144104,0.797096,42.408569,244.87886,0.076923,1.264767,0.123929,0.160409,0.044857,0.482187,10.454918,0,0.052723
23,315,0.634188,0.002632,0.168468,0.386595,6.640991,25.00293,0.0,0.931857,4.038342,0.182899,0.033799,1.605981,1.95261,1,nan
23,315,0.634188,0.002632,0.168462,0.386595,6.317688,16.339355,0.0,0.27701,4.096129,0.200178,0.077586,1.652595,2.008753,1,nan
23,158,0.909536,0.002715,-0.173732,1.563288,159.258057,648.924194,0.046154,17.287586,0.210602,0.068417,0.098453,0.899423,40.174063,0,0.081745
23,158,0.909536,0.002715,-0.173732,1.563288,208.111206,365.458496,0.061538,8.675393,2.926937,0.007747,0.692821,1.202105,41.554842,0,0.21257
23,403,0.817427,0.003749,-0.239932,0.774595,35.482941,332.976074,0.0,7.402002,6.221544,0.094509,0.530023,2.499807,7.784652,1,nan
23,403,0.817427,0.003749,-0.239934,0.774595,41.558502,105.254761,0.0,4.599611,1.691096,0.02277,0.90003,0.626033,8.306522,1,nan
23,134,0.505102,0.000903,-0.057792,0.285758,2.834093,17.130066,1.0,0.364621,0.13282,0.247419,0.022498,0.129096,0.724186,0,0.145718
23,134,0.505102,0.000903,-0.057792,0.285758,3.205523,5.694397,0.769231,0.061856,0.198474,0.229295,0.010439,0.159534,0.87562,0,0.186924
23,195,0.837648,0.000356,0.022782,1.742156,111.625122,848.845673,0.061538,40.427754,0.220057,0.075967,0.375231,0.354953,31.779584,0,0.03072
23,195,0.837648,0.000356,0.022781,1.742156,99.305664,877.814819,0.015385,51.55856,0.079428,0.155477,0.116997,0.029335,32.501517,0,0.007141
23,327,0.800657,0.002639,-0.168907,0.709443,56.127197,158.833496,0.061538,4.68907,2.414807,0.155217,0.018417,1.761447,11.74511,0,0.189743
23,327,0.800657,0.002639,-0.168907,0.709443,54.804932,152.16748,0.046154,2.761013,3.073705,0.166306,0.019909,1.991179,11.648245,1,nan
23,178,0.892431,0.000112,-0.007138,1.314708,110.746704,1036.366577,0.030769,43.342848,0.326648,0.112984,0.107612,0.590674,34.400538,0,0.023056
23,178,0.892431,0.000112,-0.007138,1.314708,103.79834,430.087891,0.0,17.997569,6.951941,0.091584,0.039848,3.612475,31.041177,1,nan
23,73,0.419104,0.000344,0.022032,0.243453,11.032654,35.843018,0.353846,0.658033,0.684706,0.232476,0.007758,0.501213,2.564235,0,0.206985
23,73,0.419104,0.000344,0.022032,0.243453,10.348801,113.072144,0.246154,1.589632,0.802143,0.257993,0.033676,0.620901,2.7443,0,0.18819
23,309,0.362253,0.000459,-0.029399,0.221752,7.787933,0.008362,0.261538,4e-06,0.544328,0.230115,6e-06,0.464228,2.6664,0,0.16824
23,309,0.362253,0.000459,-0.0294,0.221752,9.196671,0.00293,0.230769,5e-06,0.968078,0.272686,6e-06,0.675969,2.718501,0,0.201893
23,336,0.503538,0.00078,-0.04995,0.284859,8.465881,18.531006,0.015385,0.407818,2.755241,0.220592,0.041851,1.219668,2.068965,1,nan
23,336,0.503538,0.00078,-0.049949,0.284859,8.53125,0.003418,0.138462,6e-06,2.711373,0.203941,1.2e-05,1.20328,2.294636,1,nan
23,204,0.791689,0.00229,0.146543,0.678895,32.806458,144.173096,0.169231,2.86317,0.17033,0.13194,0.072639,0.504649,8.510156,0,0.111618
23,204,0.791689,0.00229,0.146544,0.678895,28.487613,191.293144,0.092308,0.556998,0.671616,0.166227,0.074587,0.813781,8.826461,0,0.129852
23,439,0.835085,0.000816,-0.052236,0.857546,97.9375,208.460693,0.0,8.126699,3.594931,0.050892,0.144387,1.729642,24.682297,1,nan
23,439,0.835085,0.000816,-0.052236,0.857546,86.039429,401.053955,0.061538,19.59295,0.079642,0.114505,0.058996,0.936306,26.475041,0,0.073677
23,422,0.367247,0.000933,0.059709,0.223502,3.47794,13.876648,0.676923,0.042892,0.602135,0.200369,0.00818,0.307092,1.168839,0,0.290989
23,422,0.367247,0.000933,0.059709,0.223502,2.946838,13.721436,0.584615,0.045542,0.902222,0.231622,0.008974,0.404161,0.826676,0,0.626316
23,44,0.574957,0.000663,0.042402,0.332723,16.969604,35.408203,0.0,0.763485,9.456354,0.188631,0.013955,3.907471,5.218405,1,nan
23,44,0.574957,0.000663,0.0424,0.332723,18.129822,60.303711,0.0,2.217984,8.603925,0.175491,0.043742,3.573799,5.640853,1,nan
23,441,0.884436,0.007448,0.476678,1.223763,101.205994,311.346191,0.123077,10.623455,2.189429,0.043623,0.803162,1.269553,15.869644,0,0.223366
23,441,0.884436,0.007448,0.476677,1.223763,137.916626,136.165039,0.092308,3.844778,5.030787,0.021778,0.091887,2.032417,16.700446,0,0.434944
23,57,0.790575,0.004213,0.269652,0.67528,52.309204,325.742676,0.076923,5.558018,3.753543,0.032966,0.309993,1.517671,10.442413,0,0.273399
23,57,0.790575,0.004213,0.269651,0.67528,56.717896,38.354492,0.061538,1.625658,5.021032,0.059806,0.029327,2.16943,11.46224,0,0.314362
23,379,0.770994,0.002493,-0.159564,0.617547,22.551514,683.168457,0.0,21.982386,1.03908,0.145329,2.415577,0.479006,6.670011,1,nan
23,379,0.770994,0.002493,-0.159564,0.617547,22.948181,499.512939,0.230769,7.472515,0.052405,0.195536,2.477917,0.425746,6.758168,0,0.054413
23,40,0.759729,0.000186,0.011919,0.588588,36.926697,50.412109,0.0,2.913528,14.071856,0.145147,0.013159,5.878511,11.397489,1,nan
23,40,0.759729,0.000186,0.011919,0.588588,49.044678,38.241211,0.0,0.500002,9.133881,0.189615,0.009041,4.503889,13.69661,1,nan
23,72,0.857515,0.001168,0.07478,0.992549,105.638672,1307.944092,0.046154,23.338143,0.078853,0.116295,0.067525,0.220972,31.402434,0,0.019886
23,72,0.857515,0.001168,0.074779,0.992549,121.764648,829.624008,0.076923,37.232706,0.077211,0.079454,0.054969,0.237637,30.72117,0,0.02755
23,281,0.89187,0.001837,-0.117592,1.30789,62.199341,552.691406,0.061538,18.694067,4.076679,0.085482,0.191656,2.343013,13.825421,0,0.230259
23,281,0.89187,0.001837,-0.117593,1.30789,66.542358,451.525391,0.123077,10.575707,2.606014,0.029443,1.76926,1.190173,12.389457,0,0.269928
23,284,0.82926,0.000912,-0.058349,0.828281,44.28125,119.173645,0.123077,4.277806,0.568467,0.125373,0.049289,0.643062,8.011943,0,0.169746
23,284,0.82926,0.000912,-0.058348,0.828281,58.104675,111.587158,0.138462,4.563353,1.542292,0.075675,0.087741,0.945748,9.527276,0,0.198326
23,459,0.820414,0.003844,0.245988,0.787476,61.96875,361.082458,0.138462,11.462922,0.404623,0.041426,0.270166,0.420861,13.771752,0,0.104473
23,459,0.820414,0.003844,0.245987,0.787476,58.018799,331.2948,0.061538,9.777185,2.147231,0.026717,0.206556,0.960957,14.259663,0,0.177628
23,262,0.667631,0.000719,0.04601,0.425498,26.020386,9.998047,0.0,0.20878,17.472328,0.209812,0.010651,7.34967,9.831345,1,nan
23,262,0.667631,0.000719,0.04601,0.425498,28.054321,156.291016,0.0,5.805227,18.391499,0.217716,0.032825,7.549343,9.031793,1,nan
23,418,0.571325,0.002005,0.128317,0.329903,10.060883,33.291885,0.230769,0.907366,0.052387,0.233446,0.047895,0.030201,2.869626,0,0.003262
23,418,0.571325,0.002005,0.128318,0.329903,10.232689,44.771179,0.492308,2.69838,0.181456,0.195975,0.080491,0.204947,2.347865,0,0.119839
23,383,0.794924,0.001363,0.087255,0.689599,31.286346,178.525146,0.107692,8.457797,1.055785,0.110815,0.032186,0.88145,7.800238,0,0.158642
23,383,0.794924,0.001363,0.087255,0.689599,25.444214,167.331909,0.338462,0.088971,0.198406,0.049227,0.598549,0.223185,6.6584,0,0.141529
23,24,0.291891,0.001138,0.072843,0.199717,4.478577,81.380371,0.0,2.117294,4.773548,0.333118,0.067147,1.917976,0.886214,1,nan
23,24,0.291891,0.001138,0.072843,0.199717,4.156113,0.007812,0.0,6e-06,4.708064,0.343052,1.7e-05,1.882732,0.981801,1,nan
23,26,0.773214,0.00469,-0.30018,0.623588,23.213852,76.844238,0.0,2.383307,6.621202,0.068878,0.934064,2.454067,1.978246,1,nan
23,26,0.773214,0.00469,-0.300178,0.623588,18.763611,58.316406,0.0,1.175941,4.960125,0.054938,1.635402,1.861074,1.882569,1,nan
23,22,0.760019,0.003727,0.238497,0.5893,20.448975,59.933105,0.0,1.067263,3.985346,0.182981,5e-06,2.007714,6.919261,1,nan
23,22,0.760019,0.003727,0.238498,0.5893,22.709534,61.766602,0.0,1.709285,3.527839,0.165098,0.016026,1.760798,7.073394,1,nan
23,435,0.738138,0.001507,-0.09648,0.54006,19.82782,84.610573,0.184615,2.928599,0.06601,0.150526,0.054415,0.044013,5.890695,0,0.006302
23,435,0.738138,0.001507,-0.09648,0.54006,19.880432,111.088287,0.169231,4.129035,0.02545,0.148593,0.064054,0.077285,5.84922,0,0.021553
23,186,0.845469,0.000681,-0.043591,0.915152,44.56134,154.460442,0.184615,6.268398,0.087815,0.085359,0.146062,0.032433,9.959936,0,0.008404
23,186,0.845469,0.000681,-0.043592,0.915152,46.959045,146.631592,0.184615,0.638579,0.070442,0.082367,0.158113,0.214144,9.867769,0,0.054012
23,323,0.78887,0.004892,-0.31312,0.669832,82.378601,128.169922,0.076923,2.86543,0.116144,0.113771,0.008798,0.945216,17.739652,0,0.090496
23,323,0.78887,0.004893,-0.313119,0.669832,104.164917,755.637939,0.061538,19.401839,0.208215,0.081463,0.48744,0.819831,18.18496,0,0.093803
23,92,0.847532,0.003594,-0.230024,0.927546,21.84082,48.450378,0.230769,0.055805,0.02687,0.128809,0.020139,0.21644,4.902661,0,0.08569
23,92,0.847532,0.003594,-0.230023,0.927546,17.960205,29.83667,0.230769,0.03089,0.014719,0.112224,0.072089,0.209047,4.271162,0,0.087498
23,15,0.503233,0.000933,-0.059731,0.284683,17.586731,11.255127,0.092308,0.150146,3.526277,0.200075,0.005785,1.650976,4.037405,1,nan
23,15,0.503233,0.000933,-0.05973,0.284683,21.488281,107.684082,0.215385,4.032204,1.722752,0.187244,0.046086,0.970965,4.859791,0,0.277534
23,70,0.77466,0.002749,0.175934,0.627587,34.334167,228.016602,0.0,9.426945,4.110737,0.148552,0.055439,1.968679,10.282736,1,nan
23,70,0.77466,0.002749,0.175934,0.627587,34.827881,235.949707,0.061538,3.440311,2.677889,0.143943,0.055755,1.563256,11.193879,0,0.219181
23,359,0.676897,0.001145,-0.073256,0.437698,13.445129,59.908203,0.0,1.385897,22.890909,0.038618,0.396037,8.481741,2.811962,1,nan
23,359,0.676897,0.001145,-0.073256,0.437698,18.507935,54.896484,0.0,0.133866,21.709536,0.029672,0.45366,8.060572,2.835071,1,nan
23,366,0.713846,0.002059,0.131769,0.494216,14.526398,26.713501,0.307692,0.244902,0.252791,0.14895,0.044099,0.32858,3.599942,0,0.135864
23,366,0.713846,0.002059,0.131768,0.494216,14.827515,70.75238,0.246154,3.138435,0.020494,0.154384,0.124032,0.168729,4.047917,0,0.055435
23,77,0.82435,0.001112,0.071169,0.805138,40.246155,84.423279,0.230769,1.930047,0.811789,0.06778,0.087004,0.47543,5.712191,0,0.190922
23,77,0.82435,0.001112,0.071169,0.805138,37.53186,199.939171,0.4,4.3624,0.022498,0.091125,0.178678,0.065274,5.364323,0,0.021679
23,107,0.393393,0.000526,-0.033678,0.233135,6.156036,80.828125,0.0,1.235273,6.543753,0.106459,1.634244,2.437296,0.917984,1,nan
23,107,0.393393,0.000526,-0.033679,0.233135,4.626205,69.18457,0.0,2.269827,6.444837,0.106581,1.502553,2.404431,0.917264,1,nan
23,440,0.81135,0.001187,0.07596,0.749644,32.112427,197.333252,0.092308,2.381115,0.187662,0.170944,0.081803,0.766876,8.651213,0,0.101883
23,440,0.81135,0.001187,0.075961,0.749644,43.560135,297.945801,0.092308,9.661173,4.61517,0.114419,0.192379,2.348354,9.666664,0,0.33036
23,502,0.510469,0.000498,0.031899,0.288891,27.408966,206.858643,0.138462,6.130185,1.931957,0.207863,0.031542,1.288183,7.425266,0,0.223175
23,502,0.510469,0.000498,0.031899,0.288891,24.300049,0.016602,0.123077,4.3e-05,2.745849,0.238292,4e-06,1.775249,7.442174,0,0.231079
23,411,0.756109,0.001319,-0.084446,0.579856,47.331055,219.091797,0.0,5.666551,7.68856,0.179354,0.034083,3.919282,15.531997,1,nan
23,411,0.756109,0.001319,-0.084446,0.579856,49.693237,27.15332,0.0,0.610681,8.448774,0.161623,0.010381,4.149028,14.94003,1,nan
23,456,0.84955,0.000496,-0.227514,0.939989,103.519653,1492.672607,0.030769,31.328191,0.150544,0.169815,0.137881,0.0556,25.808015,0,0.008167
23,456,0.84955,0.000496,-0.227515,0.939989,136.303101,457.771484,0.046154,31.02106,2.990413,0.044791,1.537511,1.786896,26.369827,0,0.175327
23,150,0.866983,0.000533,-0.124904,1.06319,106.414124,255.052971,0.4,9.943712,0.00464,0.031401,0.448915,0.261748,15.924293,0,0.363464
23,150,0.866983,0.000533,-0.124904,1.06319,114.234619,67.630829,0.507692,0.388586,0.122637,0.012891,0.132846,0.114928,14.8745,0,0.146759
23,96,0.532438,0.000383,-0.024505,0.302467,5.132736,13.428978,0.4,0.352937,0.009422,0.180092,0.006585,0.162444,1.928236,0,0.09071
23,96,0.532438,0.000383,-0.024505,0.302467,2.992661,0.002441,0.076923,1.6e-05,1.640939,0.171146,3.3e-05,0.673878,0.855585,1,nan
23,39,0.475542,0.001525,-0.097611,0.269653,2.648653,25.396484,0.784615,0.811277,0.221254,0.20422,0.068411,0.138962,0.765093,0,0.260231
23,39,0.475542,0.001525,-0.097612,0.269653,2.875973,0.00354,0.769231,0.002344,0.750951,0.092812,0.000193,0.286124,0.524059,1,nan
23,209,0.793554,0.001441,0.092195,0.685026,36.395538,86.64325,0.153846,1.567072,0.004641,0.142651,0.084216,0.146816,6.80242,0,0.028297
23,209,0.793554,0.001441,0.092195,0.685026,44.054688,130.715515,0.215385,1.409458,0.074586,0.102256,0.088439,0.295079,6.817264,0,0.083031
23,264,0.423704,0.000389,-0.024883,0.245398,7.422287,5.920898,0.276923,0.095679,0.04803,0.205405,0.013208,0.221136,2.779476,0,0.083115
23,264,0.423704,0.000389,-0.02488,0.245398,10.195034,0.006592,0.2,5e-06,0.059267,0.218708,1.3e-05,0.151482,3.71006,0,0.042786
23,415,0.884989,0.000673,0.0431,1.229617,65.75647,426.485107,0.0,0.722781,1.583231,0.134749,0.070581,1.682332,18.434306,1,nan
23,415,0.884989,0.000673,0.0431,1.229617,68.435791,206.17041,0.076923,4.233075,0.036066,0.106683,0.053505,0.411898,19.589646,0,0.053913
23,10,0.411524,0.000854,-0.054631,0.240319,7.50148,31.805664,0.0,0.036281,4.087222,0.2343,0.020565,1.7234,2.04661,1,nan
23,10,0.411524,0.000854,-0.05463,0.240319,7.532516,28.477051,0.0,1.006621,4.241957,0.209064,0.014456,1.734499,1.972819,1,nan
23,222,0.860067,0.000109,-0.006977,1.010632,119.655029,1166.223633,0.015385,32.013419,2.6627,0.167132,0.041655,3.407065,34.126453,1,nan
23,222,0.860067,0.000109,-0.006977,1.010632,118.244873,773.512817,0.030769,23.439519,0.344481,0.176401,0.031516,2.501853,35.110127,0,0.083275
23,283,0.353022,0.000439,0.042005,0.218588,3.235092,37.664062,0.0,1.081378,4.873693,0.117737,0.135888,1.820573,0.528424,1,nan
23,283,0.353022,0.000439,0.042005,0.218588,4.43692,6.283691,0.0,0.406071,5.125508,0.059293,0.414823,1.897892,0.49194,1,nan
23,37,0.540247,0.001,0.063987,0.307603,7.308014,36.464844,0.092308,1.397098,2.301267,0.159975,0.039496,0.947095,1.554756,1,nan
23,37,0.540247,0.001,0.063986,0.307603,9.167252,28.240723,0.384615,1.035915,0.924254,0.215024,0.01329,0.51049,2.020222,0,0.268665
23,241,0.487925,0.000168,-0.010751,0.276174,11.743713,52.272705,0.0,1.418514,2.566387,0.271223,0.010357,1.261998,2.735589,1,nan
23,241,0.487925,0.000168,-0.01075,0.276174,8.188553,73.813477,0.0,1.410414,4.216631,0.233948,0.059222,1.775606,2.219247,1,nan
23,413,0.702971,4e-05,0.002528,0.476116,23.545441,82.773315,0.184615,3.690667,1.395258,0.100213,0.085496,0.786685,4.89165,0,0.238434
23,413,0.702971,4e-05,0.002528,0.476116,23.596741,10.176952,0.276923,0.365662,0.013167,0.117359,0.010176,0.168904,4.47979,0,0.064159
23,451,0.900473,0.006618,0.423534,1.420941,155.020996,798.187256,0.061538,31.18259,0.276815,0.063857,0.611509,0.862221,31.576352,0,0.066254
23,451,0.900473,0.006618,0.423532,1.420941,126.213867,1471.400513,0.030769,53.790009,0.455074,0.092991,0.297506,1.63123,32.485462,0,0.07832
23,223,0.879015,0.000435,-0.027847,1.168907,93.853394,181.720703,0.0,3.176888,5.596257,0.083898,0.020542,3.052423,27.658967,1,nan
23,223,0.879015,0.000435,-0.027847,1.168907,82.691528,407.769531,0.0,22.455488,6.641394,0.127016,0.12469,3.725735,27.239857,1,nan
23,91,0.727877,0.00117,0.07843,0.519693,11.817932,58.49707,0.0,0.08757,4.122518,0.162215,0.05518,1.747454,3.842284,1,nan
23,91,0.727877,0.00117,0.07843,0.519693,10.854889,78.669922,0.0,3.428842,6.748265,0.205862,0.018668,2.739148,2.93803,1,nan
23,220,0.801012,0.001317,-0.084288,0.710701,41.768982,653.220703,0.061538,18.709912,2.643221,0.202142,0.040457,2.114716,10.675384,0,0.156925
23,220,0.801012,0.001317,-0.084287,0.710701,27.352631,457.838867,0.0,6.95992,5.829955,0.149151,0.054252,2.835445,8.609261,1,nan
23,450,0.916117,0.002773,0.177484,1.685952,194.950439,2683.565796,0.030769,38.341064,0.476211,0.20731,0.080552,4.194528,62.409114,0,0.076157
23,450,0.916117,0.002773,0.177484,1.685952,197.391602,2012.044617,0.015385,47.804088,0.444737,0.152483,0.041069,1.854269,63.550901,0,0.040737
