seed,parent,t_star,t_theta,miss,abserr,angle_cos,width_k1,width_k2,woa
23,474,0.74602,0.913354,0,0.167334,0.6471,0.0625,0.132812,0.096585
23,373,0.889636,nan,1,nan,nan,nan,nan,nan
23,373,0.889636,nan,1,nan,nan,nan,nan,nan
23,377,0.869941,nan,1,nan,nan,nan,nan,nan
23,377,0.869941,nan,1,nan,nan,nan,nan,nan
23,337,0.76467,0.805213,0,0.040543,0.579509,0.171875,0.320312,0.296587
23,337,0.76467,0.929421,0,0.164751,0.381861,nan,nan,nan
23,151,0.846665,nan,1,nan,nan,nan,nan,nan
23,151,0.846665,nan,1,nan,nan,nan,nan,nan
23,475,0.482287,0.669091,0,0.186804,0.563043,0.25,0.507812,0.444016
23,475,0.482287,0.602056,0,0.119768,0.560346,0.234375,0.46875,0.418268
23,250,0.83917,0.535895,0,0.303274,0.396913,0.125,0.320312,0.31493
23,250,0.83917,0.405881,0,0.433289,0.580978,0.109375,0.203125,0.18826
23,187,0.827632,0.599469,0,0.228163,0.594177,0.0625,0.117188,0.105188
23,187,0.827632,0.496636,0,0.330996,0.665352,0.054688,0.101562,0.082194
47,454,0.832353,nan,1,nan,nan,nan,nan,nan
47,454,0.832353,nan,1,nan,nan,nan,nan,nan
47,365,0.80104,nan,1,nan,nan,nan,nan,nan
47,365,0.80104,nan,1,nan,nan,nan,nan,nan
47,491,0.42092,nan,1,nan,nan,nan,nan,nan
47,491,0.42092,nan,1,nan,nan,nan,nan,nan
47,249,0.81953,0.627679,0,0.191851,0.705648,0.085938,0.15625,0.121786
47,249,0.81953,0.663503,0,0.156027,0.715795,0.085938,0.1875,0.12006
47,330,0.365548,nan,1,nan,nan,nan,nan,nan
47,330,0.365548,nan,1,nan,nan,nan,nan,nan
47,424,0.84298,0.529374,0,0.313606,0.377413,0.132812,nan,0.351901
47,424,0.84298,0.421462,0,0.421518,0.523998,0.078125,0.132812,0.149094
47,141,0.853353,nan,1,nan,nan,nan,nan,nan
47,141,0.853353,0.843419,0,0.009933,0.67004,0.085938,0.179688,0.128258
47,347,0.652528,0.899161,0,0.246634,0.505081,nan,nan,nan
47,347,0.652528,0.873916,0,0.221388,0.50986,0.117188,nan,0.229843
47,460,0.873178,0.646136,0,0.227041,0.564254,0.054688,0.109375,0.096921
47,460,0.873178,0.757279,0,0.115898,0.526884,0.046875,0.085938,0.088966
47,133,0.831985,0.778165,0,0.05382,0.538244,0.0625,nan,0.116118
47,133,0.831985,nan,1,nan,nan,nan,nan,nan
47,192,0.276128,0.659511,0,0.383383,0.555179,0.210938,0.398438,0.379946
47,192,0.276128,0.860658,0,0.58453,0.442092,0.25,nan,0.565493
47,125,0.511168,nan,1,nan,nan,nan,nan,nan
47,125,0.511168,nan,1,nan,nan,nan,nan,nan
47,159,0.821525,nan,1,nan,nan,nan,nan,nan
47,159,0.821525,0.977469,0,0.155945,0.658368,0.039062,nan,0.059332
47,167,0.515838,0.674609,0,0.158772,0.596667,0.28125,0.546875,0.471368
47,167,0.515838,0.572558,0,0.056721,0.70273,0.25,0.507812,0.355755
47,95,0.710595,0.90449,0,0.193895,0.708554,0.171875,nan,0.242571
47,95,0.710595,nan,1,nan,nan,nan,nan,nan
47,273,0.721553,nan,1,nan,nan,nan,nan,nan
47,273,0.721553,nan,1,nan,nan,nan,nan,nan
47,240,0.265765,nan,1,nan,nan,nan,nan,nan
47,240,0.265765,nan,1,nan,nan,nan,nan,nan
47,388,0.849727,0.799289,0,0.050438,0.341309,0.132812,0.265625,0.389125
47,388,0.849727,0.63997,0,0.209757,0.598003,0.078125,0.15625,0.130643
47,468,0.863397,0.947227,0,0.08383,0.579588,nan,nan,nan
47,468,0.863397,0.724366,0,0.13903,0.666205,0.039062,0.070312,0.058634
47,275,0.285687,nan,1,nan,nan,nan,nan,nan
47,275,0.285687,nan,1,nan,nan,nan,nan,nan
47,282,0.87387,nan,1,nan,nan,nan,nan,nan
47,282,0.87387,nan,1,nan,nan,nan,nan,nan
47,464,0.823562,0.632247,0,0.191315,0.514818,0.085938,0.15625,0.166929
47,464,0.823562,0.619124,0,0.204437,0.459483,0.109375,0.195312,0.238039
47,103,0.822579,0.833449,0,0.01087,0.551994,0.210938,nan,0.382138
47,103,0.822579,0.841199,0,0.01862,0.681729,0.085938,0.195312,0.126059
47,315,0.634187,0.256366,0,0.377821,0.761697,0.1875,0.367188,0.246161
47,315,0.634187,0.339128,0,0.295059,0.568264,0.234375,0.460938,0.41244
47,158,0.909535,0.960423,0,0.050888,0.528856,0.03125,0.0625,0.05909
47,158,0.909535,0.732585,0,0.17695,0.619834,0.046875,0.085938,0.075625
47,403,0.817426,nan,1,nan,nan,nan,nan,nan
47,403,0.817426,nan,1,nan,nan,nan,nan,nan
47,134,0.505101,nan,1,nan,nan,nan,nan,nan
47,134,0.505101,nan,1,nan,nan,nan,nan,nan
47,195,0.837647,0.808064,0,0.029583,0.618356,0.039062,0.078125,0.063171
47,195,0.837647,0.944383,0,0.106735,0.689114,0.0625,0.109375,0.090696
47,327,0.800658,nan,1,nan,nan,nan,nan,nan
47,327,0.800658,nan,1,nan,nan,nan,nan,nan
47,178,0.892432,nan,1,nan,nan,nan,nan,nan
47,178,0.892432,nan,1,nan,nan,nan,nan,nan
47,73,0.419103,0.900353,0,0.481251,0.55022,nan,nan,nan
47,73,0.419103,0.89434,0,0.475237,0.538279,nan,nan,nan
47,309,0.362252,nan,1,nan,nan,nan,nan,nan
47,309,0.362252,nan,1,nan,nan,nan,nan,nan
47,336,0.503539,0.651401,0,0.147861,0.466436,0.21875,0.429688,0.468982
47,336,0.503539,0.526366,0,0.022827,0.586782,0.265625,0.492188,0.452681
47,204,0.791688,0.941068,0,0.14938,0.554153,nan,nan,nan
47,204,0.791688,0.83813,0,0.046442,0.478356,0.140625,nan,0.293976
47,439,0.835086,0.947824,0,0.112738,0.256566,nan,nan,nan
47,439,0.835086,0.837596,0,0.00251,0.516825,0.109375,0.210938,0.211629
47,422,0.367248,nan,1,nan,nan,nan,nan,nan
47,422,0.367248,nan,1,nan,nan,nan,nan,nan
47,44,0.574958,nan,1,nan,nan,nan,nan,nan
47,44,0.574958,nan,1,nan,nan,nan,nan,nan
47,441,0.884437,0.816615,0,0.067822,0.508642,0.0625,0.109375,0.122876
47,441,0.884437,0.547851,0,0.336586,0.726595,0.039062,0.078125,0.05376
47,57,0.790574,0.616546,0,0.174028,0.592525,0.09375,0.1875,0.158221
47,57,0.790574,0.543004,0,0.24757,0.668613,0.085938,0.15625,0.128532
47,379,0.770995,nan,1,nan,nan,nan,nan,nan
47,379,0.770995,0.65709,0,0.113905,0.471417,0.4375,nan,0.928053
47,40,0.759728,nan,1,nan,nan,nan,nan,nan
47,40,0.759728,nan,1,nan,nan,nan,nan,nan
47,72,0.857516,0.80071,0,0.056807,0.710759,0.039062,0.070312,0.054958
47,72,0.857516,nan,1,nan,nan,nan,nan,nan
47,281,0.891871,0.781142,0,0.110729,0.795852,0.046875,0.101562,0.058899
47,281,0.891871,nan,1,nan,nan,nan,nan,nan
47,284,0.829259,0.967649,0,0.13839,0.460349,nan,nan,nan
47,284,0.829259,0.634112,0,0.195147,0.692182,0.070312,0.125,0.10158
47,459,0.820413,0.550637,0,0.269775,0.65822,0.085938,0.171875,0.130561
47,459,0.820413,0.696944,0,0.123468,0.507445,0.117188,0.226562,0.230937
47,262,0.667632,nan,1,nan,nan,nan,nan,nan
47,262,0.667632,nan,1,nan,nan,nan,nan,nan
47,418,0.571324,0.614575,0,0.043251,0.618371,0.609375,nan,0.985452
47,418,0.571324,0.631032,0,0.059708,0.680166,0.554688,nan,0.815519
47,383,0.794923,0.555999,0,0.238924,0.677786,0.101562,0.226562,0.149844
47,383,0.794923,0.607299,0,0.187624,0.482117,nan,nan,nan
47,24,0.291892,nan,1,nan,nan,nan,nan,nan
47,24,0.291892,nan,1,nan,nan,nan,nan,nan
47,26,0.773213,0.170749,0,0.602465,0.723907,0.0625,0.117188,0.086337
47,26,0.773213,0.207318,0,0.565895,0.572513,0.078125,0.148438,0.13646
47,22,0.760018,0.959027,0,0.199009,0.493107,nan,nan,nan
47,22,0.760018,nan,1,nan,nan,nan,nan,nan
47,435,0.738137,0.688594,0,0.049543,0.551214,0.25,nan,0.453544
47,435,0.738137,0.951934,0,0.213797,0.382652,nan,nan,nan
47,186,0.845468,0.702735,0,0.142733,0.59075,0.09375,0.21875,0.158697
47,186,0.845468,0.700276,0,0.145191,0.469444,0.125,0.21875,0.266272
47,323,0.788871,0.872136,0,0.083265,0.601932,0.09375,0.179688,0.155748
47,323,0.788871,nan,1,nan,nan,nan,nan,nan
47,92,0.847531,0.699353,0,0.148178,0.483634,0.125,0.234375,0.25846
47,92,0.847531,0.739676,0,0.107855,0.540457,0.140625,0.28125,0.260196
47,15,0.503232,0.520154,0,0.016922,0.727293,0.140625,0.25,0.193354
47,15,0.503232,0.805999,0,0.302767,0.470955,0.195312,nan,0.414715
47,70,0.774659,0.905089,0,0.13043,0.492037,nan,nan,nan
47,70,0.774659,0.919238,0,0.144579,0.628286,0.101562,nan,0.161649
47,359,0.676898,nan,1,nan,nan,nan,nan,nan
47,359,0.676898,nan,1,nan,nan,nan,nan,nan
47,366,0.713847,0.633269,0,0.080578,0.497622,0.125,0.21875,0.251195
47,366,0.713847,0.547198,0,0.166649,0.649764,0.09375,0.171875,0.144283
47,77,0.824351,0.673863,0,0.150488,0.621558,0.171875,0.296875,0.276523
47,77,0.824351,0.616672,0,0.20768,0.367196,0.171875,0.328125,0.468074
47,107,0.393392,nan,1,nan,nan,nan,nan,nan
47,107,0.393392,nan,1,nan,nan,nan,nan,nan
47,440,0.811349,0.890592,0,0.079243,0.498381,0.101562,nan,0.203784
47,440,0.811349,0.648774,0,0.162575,0.759893,0.070312,0.117188,0.092529
47,502,0.510468,nan,1,nan,nan,nan,nan,nan
47,502,0.510468,nan,1,nan,nan,nan,nan,nan
47,411,0.75611,nan,1,nan,nan,nan,nan,nan
47,411,0.75611,nan,1,nan,nan,nan,nan,nan
47,456,0.849549,0.7618,0,0.087749,0.508705,0.039062,0.070312,0.076787
47,456,0.849549,0.551558,0,0.297991,0.732604,0.023438,0.039062,0.031993
47,150,0.866984,nan,1,nan,nan,nan,nan,nan
47,150,0.866984,0.780492,0,0.086493,0.407683,0.125,0.242188,0.306611
47,96,0.532439,nan,1,nan,nan,nan,nan,nan
47,96,0.532439,nan,1,nan,nan,nan,nan,nan
47,39,0.475543,nan,1,nan,nan,nan,nan,nan
47,39,0.475543,nan,1,nan,nan,nan,nan,nan
47,209,0.793553,nan,1,nan,nan,nan,nan,nan
47,209,0.793553,0.887444,0,0.093891,0.63683,0.085938,nan,0.134947
47,264,0.423705,0.385512,0,0.038193,0.55557,0.148438,0.28125,0.267181
47,264,0.423705,0.324811,0,0.098894,0.662975,0.117188,0.234375,0.176761
47,415,0.884988,nan,1,nan,nan,nan,nan,nan
47,415,0.884988,0.945664,0,0.060677,0.530519,0.0625,0.109375,0.117809
47,10,0.411525,0.756562,0,0.345037,0.676152,0.21875,0.421875,0.323522
47,10,0.411525,0.918555,0,0.50703,0.583325,nan,nan,nan
47,222,0.860066,nan,1,nan,nan,nan,nan,nan
47,222,0.860066,nan,1,nan,nan,nan,nan,nan
47,283,0.353023,nan,1,nan,nan,nan,nan,nan
47,283,0.353023,nan,1,nan,nan,nan,nan,nan
47,37,0.540246,nan,1,nan,nan,nan,nan,nan
47,37,0.540246,nan,1,nan,nan,nan,nan,nan
47,241,0.487926,nan,1,nan,nan,nan,nan,nan
47,241,0.487926,nan,1,nan,nan,nan,nan,nan
47,413,0.70297,0.464896,0,0.238073,0.412055,0.132812,0.25,0.322316
47,413,0.70297,0.539987,0,0.162983,0.285673,0.203125,0.375,0.71104
47,451,0.900474,0.77628,0,0.124193,0.661756,0.070312,0.132812,0.106251
47,451,0.900474,0.852487,0,0.047987,0.568318,0.070312,0.132812,0.123719
47,223,0.879014,nan,1,nan,nan,nan,nan,nan
47,223,0.879014,nan,1,nan,nan,nan,nan,nan
47,91,0.727876,nan,1,nan,nan,nan,nan,nan
47,91,0.727876,nan,1,nan,nan,nan,nan,nan
47,220,0.801011,0.490109,0,0.310902,0.642085,0.070312,0.132812,0.109506
47,220,0.801011,0.631743,0,0.169268,0.398571,0.085938,nan,0.215615
47,450,0.916118,nan,1,nan,nan,nan,nan,nan
47,450,0.916118,0.901082,0,0.015036,0.771266,0.023438,0.039062,0.030389
47,67,0.709018,0.482436,0,0.226582,0.740563,0.125,0.242188,0.168791
47,67,0.709018,0.751241,0,0.042223,0.468471,0.171875,0.34375,0.366885
47,127,0.621352,nan,1,nan,nan,nan,nan,nan
47,127,0.621352,nan,1,nan,nan,nan,nan,nan
47,45,0.837234,nan,1,nan,nan,nan,nan,nan
47,45,0.837234,nan,1,nan,nan,nan,nan,nan
47,144,0.891877,0.777045,0,0.114832,0.211061,0.242188,0.359375,1.147479
47,144,0.891877,0.791371,0,0.100506,0.41508,0.148438,0.34375,0.357613
47,36,0.820025,nan,1,nan,nan,nan,nan,nan
47,36,0.820025,0.774167,0,0.045858,0.474205,0.210938,nan,0.444824
47,314,0.92731,nan,1,nan,nan,nan,nan,nan
47,314,0.92731,0.787381,0,0.139929,0.704266,0.054688,0.078125,0.077652
47,426,0.677577,0.750447,0,0.07287,0.410709,0.21875,nan,0.532616
47,426,0.677577,0.606977,0,0.070601,0.629892,0.132812,0.242188,0.210849
47,231,0.861926,0.779511,0,0.082415,0.478924,0.046875,0.085938,0.097876
47,231,0.861926,0.593188,0,0.268738,0.699647,0.03125,0.046875,0.044665
47,99,0.503465,nan,1,nan,nan,nan,nan,nan
47,99,0.503465,nan,1,nan,nan,nan,nan,nan
47,482,0.781255,0.408174,0,0.373081,0.559774,0.125,0.25,0.223304
47,482,0.781255,0.482717,0,0.298538,0.459112,0.140625,0.265625,0.306298
47,474,0.74602,nan,1,nan,nan,nan,nan,nan
47,474,0.74602,nan,1,nan,nan,nan,nan,nan
47,373,0.889636,0.838733,0,0.050903,0.621879,0.109375,nan,0.175878
47,373,0.889636,nan,1,nan,nan,nan,nan,nan
47,377,0.869941,nan,1,nan,nan,nan,nan,nan
47,377,0.869941,nan,1,nan,nan,nan,nan,nan
47,337,0.76467,nan,1,nan,nan,nan,nan,nan
47,337,0.76467,nan,1,nan,nan,nan,nan,nan
47,151,0.846665,nan,1,nan,nan,nan,nan,nan
47,151,0.846665,nan,1,nan,nan,nan,nan,nan
47,475,0.482287,nan,1,nan,nan,nan,nan,nan
47,475,0.482287,nan,1,nan,nan,nan,nan,nan
47,250,0.83917,0.532668,0,0.306501,0.383531,0.078125,0.140625,0.203699
47,250,0.83917,0.4465,0,0.39267,0.606265,0.039062,0.078125,0.064431
47,187,0.827632,0.550836,0,0.276796,0.628747,0.054688,0.101562,0.086979
47,187,0.827632,0.46119,0,0.366442,0.691806,0.046875,0.078125,0.067757
