contrast,family,quantity,stratum,seed,n_rows,n_parents,value_row,value_parent,ci_lo,ci_hi,boot,terms
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,805,173,84,0.213873,0.194444,0.065451,0.321429,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,806,173,84,0.16185,0.170635,0.048611,0.293651,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.165703,0.15873,0.065468,0.247685,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,803,173,84,0.250801,,0.116336,0.381764,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,805,173,84,0.349901,,0.203513,0.494723,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,806,173,84,0.307018,,0.165419,0.442527,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
A_standard_pretrained_flip minus A_standard_pretrained_static,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.302573,,,,4000,+1*A_standard_pretrained_flip -1*A_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,all,803,178,85,0.191011,0.194118,0.116667,0.27451,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,all,805,178,85,0.089888,0.12451,0.051936,0.198064,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,all,806,178,85,0.157303,0.207843,0.115686,0.30098,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,all,cross_seed_mean,178,85,0.146067,0.17549,0.123529,0.231373,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,all,803,178,85,0.078652,0.086275,0.019608,0.156863,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,all,805,178,85,0.061798,0.078431,0.023529,0.137255,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,all,806,178,85,0.08427,0.085294,0.023529,0.155882,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.074906,0.083333,0.03692,0.137582,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,all,803,178,85,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,all,805,178,85,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,all,806,178,85,0.016854,0.011765,0.0,0.035294,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.005618,0.003922,0.0,0.011765,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,all,803,178,85,0.050562,0.054902,0.0,0.113725,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,all,805,178,85,0.033708,0.047059,0.011765,0.094118,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,all,806,178,85,0.033708,0.035294,-0.011765,0.088235,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.039326,0.045752,0.01241,0.085294,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,all,803,178,85,0.02809,0.031373,0.0,0.070588,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,all,805,178,85,0.02809,0.031373,0.0,0.070588,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,all,806,178,85,0.073034,0.072549,0.022549,0.129412,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.043071,0.045098,0.013072,0.084967,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,all,803,178,85,0.117978,0.119608,0.047059,0.196078,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,all,805,178,85,0.033708,0.057843,-0.00098,0.121569,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,all,806,178,85,0.078652,0.134314,0.057843,0.216667,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.076779,0.103922,0.059134,0.151634,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,all,803,178,85,0.137127,,0.066869,0.211321,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,all,805,178,85,0.038772,,-0.010018,0.088595,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,all,806,178,85,0.104436,,0.027455,0.18662,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,all,cross_seed_mean,178,85,0.093445,,,,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,small_edit,803,5,3,0.4,0.333333,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,small_edit,cross_seed_mean,5,3,0.2,0.166667,0.0,0.333333,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,0.066667,0.055556,0.0,0.166667,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,0.066667,0.055556,0.0,0.166667,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,0.133333,0.111111,0.0,0.333333,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,small_edit,803,5,3,0.25,,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,small_edit,805,5,3,0.2,,0.0,0.5,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,small_edit,806,5,3,0.0,,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.15,,,,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,other_edit,803,173,84,0.184971,0.194444,0.111111,0.276811,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,other_edit,805,173,84,0.086705,0.122024,0.048611,0.198413,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,other_edit,806,173,84,0.16185,0.208333,0.117063,0.30754,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,J,other_edit,cross_seed_mean,173,84,0.144509,0.174934,0.120693,0.230167,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,803,173,84,0.075145,0.09127,0.02381,0.162698,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,805,173,84,0.063584,0.079365,0.02381,0.142857,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,806,173,84,0.086705,0.08631,0.02381,0.154762,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,0.075145,0.085648,0.039013,0.140542,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,other_edit,803,173,84,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,other_edit,805,173,84,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,other_edit,806,173,84,0.017341,0.011905,0.0,0.035714,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,0.00578,0.003968,0.0,0.011905,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,other_edit,803,173,84,0.046243,0.059524,0.0,0.119048,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,other_edit,805,173,84,0.034682,0.047619,0.011905,0.095238,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,other_edit,806,173,84,0.034682,0.035714,-0.011905,0.08631,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,0.038536,0.047619,0.012897,0.090278,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,other_edit,803,173,84,0.028902,0.031746,0.0,0.075397,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,other_edit,805,173,84,0.028902,0.031746,0.0,0.071429,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,other_edit,806,173,84,0.075145,0.073413,0.02381,0.133929,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,0.044316,0.045635,0.013889,0.087963,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,other_edit,803,173,84,0.115607,0.115079,0.042659,0.19246,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,other_edit,805,173,84,0.028902,0.054563,-0.005952,0.119048,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,other_edit,806,173,84,0.080925,0.133929,0.055556,0.21627,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.075145,0.10119,0.055556,0.147164,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,other_edit,803,173,84,0.133834,,0.064742,0.213335,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,other_edit,805,173,84,0.033766,,-0.014799,0.085964,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,other_edit,806,173,84,0.107311,,0.028271,0.19009,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_flip minus B_standard_pretrained_static,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.091637,,,,4000,+1*B_standard_pretrained_flip -1*B_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,all,803,178,85,0.421348,0.380392,0.264681,0.492157,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,all,805,178,85,0.516854,0.420588,0.29902,0.533358,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,all,806,178,85,0.382022,0.370588,0.268627,0.47549,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,all,cross_seed_mean,178,85,0.440075,0.390523,0.310784,0.471593,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,all,803,178,85,0.280899,0.223529,0.113725,0.339216,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,all,805,178,85,0.241573,0.188235,0.096078,0.283333,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,all,806,178,85,0.303371,0.292157,0.183333,0.401005,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.275281,0.234641,0.154567,0.313734,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,all,803,178,85,0.11236,0.094118,0.035294,0.164706,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,all,805,178,85,0.050562,0.082353,0.023529,0.141176,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,all,806,178,85,0.089888,0.117647,0.058824,0.188235,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.08427,0.098039,0.054902,0.145098,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,all,803,178,85,0.224719,0.193137,0.095098,0.292157,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,all,805,178,85,0.157303,0.151961,0.067623,0.241176,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,all,806,178,85,0.252809,0.244118,0.136275,0.347059,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.21161,0.196405,0.127116,0.267647,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,all,803,178,85,0.224719,0.183333,0.091176,0.279436,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,all,805,178,85,0.224719,0.20098,0.115686,0.287279,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,all,806,178,85,0.185393,0.205882,0.116642,0.304902,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.21161,0.196732,0.128105,0.265368,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,all,803,178,85,0.174157,0.190196,0.080392,0.297059,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,all,805,178,85,0.297753,0.247059,0.129412,0.36375,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,all,806,178,85,0.11236,0.110784,-0.009804,0.232353,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.194757,0.18268,0.093137,0.265703,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,all,803,178,85,0.341847,,0.212375,0.478827,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,all,805,178,85,0.476036,,0.347724,0.590503,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,all,806,178,85,0.30378,,0.152406,0.448258,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,CCM,all,cross_seed_mean,178,85,0.373887,,,,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,small_edit,803,5,3,0.4,0.333333,0.0,0.5,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,small_edit,805,5,3,0.6,0.666667,0.0,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,small_edit,806,5,3,0.6,0.5,0.0,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,J,small_edit,cross_seed_mean,5,3,0.533333,0.5,0.333333,0.833333,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,806,5,3,1.0,1.0,1.0,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,0.4,0.388889,0.333333,0.5,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,small_edit,806,5,3,0.6,0.666667,0.5,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,0.266667,0.277778,0.166667,0.333333,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,small_edit,806,5,3,0.8,0.666667,0.0,1.0,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.266667,0.222222,0.0,0.333333,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
B_standard_pretrained_static minus A_standard_pretrained_static,paired_contrast,AB_state3,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_standard_pretrained_static -1*A_standard_pretrained_static
