contrast,family,quantity,stratum,seed,n_rows,n_parents,value_row,value_parent,ci_lo,ci_hi,boot,terms
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,small_edit,806,5,3,-0.2,-0.166667,-0.5,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,-0.133333,-0.111111,-0.333333,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,small_edit,803,5,3,-0.2,-0.166667,-0.5,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,small_edit,806,5,3,-0.2,-0.166667,-0.5,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,-0.133333,-0.111111,-0.333333,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,small_edit,805,5,3,-1.0,-1.0,-1.0,-1.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,-0.333333,-0.333333,-0.333333,-0.333333,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,small_edit,803,5,3,0.0,,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,small_edit,805,5,3,-1.0,,-1.0,-1.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,small_edit,806,5,3,0.0,,0.0,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,-0.333333,,,,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,J,other_edit,803,173,84,-0.473988,-0.480159,-0.580357,-0.37996,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,J,other_edit,805,173,84,-0.410405,-0.414683,-0.508953,-0.321404,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,J,other_edit,806,173,84,-0.427746,-0.40873,-0.508929,-0.305556,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,J,other_edit,cross_seed_mean,173,84,-0.43738,-0.434524,-0.506283,-0.363757,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,other_edit,803,173,84,-0.33526,-0.31746,-0.418651,-0.224206,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,other_edit,805,173,84,-0.086705,-0.085317,-0.160714,-0.017857,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,other_edit,806,173,84,-0.364162,-0.31746,-0.417659,-0.217262,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,-0.262042,-0.240079,-0.30787,-0.175918,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,other_edit,803,173,84,-0.052023,-0.059524,-0.119048,-0.011905,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,other_edit,805,173,84,-0.00578,-0.011905,-0.035714,0.0,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,other_edit,806,173,84,-0.052023,-0.047619,-0.095238,-0.011905,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,-0.036609,-0.039683,-0.071429,-0.011905,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,other_edit,803,173,84,-0.219653,-0.242063,-0.332366,-0.155754,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,other_edit,805,173,84,-0.080925,-0.087302,-0.156796,-0.019841,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,other_edit,806,173,84,-0.265896,-0.243056,-0.340278,-0.150794,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,-0.188825,-0.190807,-0.259268,-0.128307,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,other_edit,803,173,84,-0.225434,-0.206349,-0.285714,-0.130952,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,other_edit,805,173,84,-0.063584,-0.069444,-0.125,-0.02381,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,other_edit,806,173,84,-0.219653,-0.190476,-0.272817,-0.117063,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,-0.169557,-0.155423,-0.211971,-0.105812,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,other_edit,803,173,84,-0.144509,-0.171627,-0.248041,-0.099206,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,other_edit,805,173,84,-0.34104,-0.353175,-0.439484,-0.268849,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,other_edit,806,173,84,-0.080925,-0.111111,-0.184524,-0.043651,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,-0.188825,-0.211971,-0.276463,-0.152439,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,other_edit,803,173,84,-0.260172,,-0.382721,-0.150873,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,other_edit,805,173,84,-0.385362,,-0.477031,-0.298182,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,other_edit,806,173,84,-0.144785,,-0.256355,-0.043172,4000,+1*D_standard_random_flip -1*C_standard_random_flip
D_standard_random_flip minus C_standard_random_flip,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,-0.263439,,,,4000,+1*D_standard_random_flip -1*C_standard_random_flip
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,all,803,178,85,0.359551,0.305882,0.204902,0.406863,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,all,805,178,85,0.432584,0.386275,0.290196,0.479412,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,all,806,178,85,0.404494,0.35098,0.254902,0.451005,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,all,cross_seed_mean,178,85,0.398876,0.347712,0.27156,0.424845,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,all,803,178,85,0.134831,0.123529,0.020588,0.228431,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,all,805,178,85,0.134831,0.112745,0.002917,0.221569,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,all,806,178,85,0.067416,0.053922,-0.065686,0.165686,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.11236,0.096732,0.012745,0.17549,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,all,803,178,85,0.033708,0.047059,0.0,0.105882,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,all,805,178,85,0.117978,0.105882,0.047059,0.176471,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,all,806,178,85,0.117978,0.117647,0.058824,0.188235,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.089888,0.090196,0.043137,0.145098,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,all,803,178,85,0.067416,0.063725,-0.019632,0.147059,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,all,805,178,85,0.129213,0.110784,0.013701,0.209804,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,all,806,178,85,0.089888,0.062745,-0.048039,0.170613,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.095506,0.079085,0.001307,0.156863,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,all,803,178,85,0.106742,0.096078,-0.003946,0.19902,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,all,805,178,85,0.146067,0.144118,0.039216,0.25098,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,all,806,178,85,0.095506,0.113725,0.015686,0.217647,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.116105,0.117974,0.037908,0.197721,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,all,803,178,85,0.258427,0.202941,0.109804,0.29902,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,all,805,178,85,0.314607,0.283333,0.17451,0.391176,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,all,806,178,85,0.398876,0.364706,0.255858,0.480392,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.32397,0.28366,0.204248,0.36634,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,all,803,178,85,0.389163,,0.272009,0.503599,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,all,805,178,85,0.541246,,0.442762,0.641587,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,all,806,178,85,0.537468,,0.421636,0.652478,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,all,cross_seed_mean,178,85,0.489292,,,,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,small_edit,803,5,3,0.8,0.833333,0.5,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,small_edit,805,5,3,0.6,0.5,0.0,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,small_edit,806,5,3,0.6,0.666667,0.5,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,small_edit,cross_seed_mean,5,3,0.666667,0.666667,0.666667,0.666667,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,0.066667,0.055556,0.0,0.166667,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,0.066667,0.055556,0.0,0.166667,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,small_edit,803,5,3,0.8,0.833333,0.5,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,small_edit,805,5,3,0.4,0.333333,0.0,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,small_edit,806,5,3,0.6,0.666667,0.5,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,0.6,0.611111,0.5,0.666667,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,small_edit,803,5,3,0.8,,0.5,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,small_edit,805,5,3,0.55,,0.0,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,small_edit,806,5,3,0.6,,0.5,1.0,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.65,,,,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,other_edit,803,173,84,0.346821,0.291667,0.19442,0.393849,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,other_edit,805,173,84,0.427746,0.388889,0.292659,0.486111,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,other_edit,806,173,84,0.398844,0.353175,0.250992,0.454365,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,J,other_edit,cross_seed_mean,173,84,0.391137,0.344577,0.266195,0.421627,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,other_edit,803,173,84,0.138728,0.125,0.022817,0.230159,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,other_edit,805,173,84,0.132948,0.108135,-0.002976,0.217262,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,other_edit,806,173,84,0.069364,0.054563,-0.06746,0.1687,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,0.11368,0.095899,0.011566,0.183201,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,other_edit,803,173,84,0.034682,0.047619,-0.011905,0.107143,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,other_edit,805,173,84,0.121387,0.107143,0.047619,0.178571,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,other_edit,806,173,84,0.121387,0.119048,0.059524,0.190476,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,0.092486,0.09127,0.043651,0.146825,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,other_edit,803,173,84,0.069364,0.064484,-0.022817,0.150794,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,other_edit,805,173,84,0.127168,0.106151,0.010888,0.208333,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,other_edit,806,173,84,0.092486,0.063492,-0.049603,0.170635,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,0.096339,0.078042,0.000653,0.157738,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,other_edit,803,173,84,0.109827,0.097222,-0.005952,0.200397,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,other_edit,805,173,84,0.150289,0.145833,0.036706,0.253968,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,other_edit,806,173,84,0.098266,0.115079,0.013889,0.212302,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,0.119461,0.119378,0.038029,0.202059,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,other_edit,803,173,84,0.242775,0.1875,0.09623,0.28373,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,other_edit,805,173,84,0.312139,0.290675,0.18254,0.398834,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,other_edit,806,173,84,0.393064,0.367063,0.252951,0.480184,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.315992,0.281746,0.198404,0.359458,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,other_edit,803,173,84,0.372372,,0.253185,0.486128,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,other_edit,805,173,84,0.540884,,0.437394,0.642385,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,other_edit,806,173,84,0.533986,,0.413533,0.647764,4000,+1*A_standard_random_flip -1*A_standard_random_static
A_standard_random_flip minus A_standard_random_static,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.482414,,,,4000,+1*A_standard_random_flip -1*A_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,J,all,803,178,85,0.224719,0.222549,0.143137,0.307843,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,J,all,805,178,85,0.325843,0.320588,0.235294,0.406887,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,J,all,806,178,85,0.314607,0.303922,0.215686,0.392157,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,J,all,cross_seed_mean,178,85,0.28839,0.282353,0.217647,0.349028,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,atomic_joint,all,803,178,85,0.168539,0.163725,0.088235,0.242157,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,atomic_joint,all,805,178,85,0.213483,0.197059,0.110784,0.284314,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,atomic_joint,all,806,178,85,0.162921,0.153922,0.084314,0.226471,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.181648,0.171569,0.114044,0.234967,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,P_state0,all,803,178,85,0.0,0.0,0.0,0.0,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,P_state0,all,805,178,85,0.022472,0.011765,0.0,0.035294,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,P_state0,all,806,178,85,0.011236,0.011765,0.0,0.035294,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.011236,0.007843,0.0,0.019608,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,A_state1,all,803,178,85,0.08427,0.10098,0.040196,0.169608,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,A_state1,all,805,178,85,0.140449,0.14902,0.080392,0.223554,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,A_state1,all,806,178,85,0.11236,0.107843,0.05,0.17549,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.11236,0.119281,0.067974,0.176144,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,B_state2,all,803,178,85,0.106742,0.096078,0.042157,0.156863,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,B_state2,all,805,178,85,0.106742,0.091176,0.028407,0.155882,4000,+1*B_standard_random_flip -1*B_standard_random_static
B_standard_random_flip minus B_standard_random_static,paired_contrast,B_state2,all,806,178,85,0.073034,0.068627,0.028431,0.115686,4000,+1*B_standard_random_flip -1*B_standard_random_static
