contrast,family,quantity,stratum,seed,parent,n_rows,delta_parent_mean
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,91,3,-0.333333
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,95,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,106,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,121,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,132,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,133,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,134,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,135,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,147,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,157,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,162,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,169,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,171,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,172,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,184,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,187,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,188,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,194,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,197,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,201,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,205,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,206,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,221,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,228,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,230,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,237,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,243,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,248,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,260,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,262,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,264,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,265,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,273,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,276,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,278,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,290,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,292,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,298,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,305,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,309,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,310,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,327,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,336,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,344,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,355,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,365,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,375,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,377,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,380,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,399,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,401,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,408,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,418,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,431,1,-1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,443,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,454,3,-0.333333
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,457,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,458,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,461,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,463,3,0.333333
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,470,4,0.5
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,472,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,475,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,479,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,483,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,490,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,491,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,803,496,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,3,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,4,4,0.25
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,15,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,28,4,0.25
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,32,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,33,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,39,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,41,3,0.666667
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,45,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,48,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,50,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,65,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,71,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,75,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,83,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,90,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,91,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,95,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,106,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,121,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,132,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,133,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,134,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,135,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,147,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,157,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,162,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,169,3,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,171,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,172,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,184,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,187,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,188,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,194,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,197,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,201,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,205,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,206,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,221,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,228,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,230,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,237,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,243,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,248,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,260,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,262,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,264,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,265,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,273,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,276,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,278,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,290,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,292,4,0.25
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,298,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,305,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,309,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,310,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,327,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,336,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,344,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,355,1,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,365,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,375,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,377,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,380,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,399,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,401,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,408,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,418,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,431,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,443,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,454,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,457,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,458,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,461,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,463,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,470,4,0.5
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,472,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,475,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,479,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,483,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,490,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,491,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,805,496,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,3,3,1.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,4,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,15,3,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,28,4,0.25
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,32,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,33,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,39,2,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,41,3,-0.666667
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,45,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,48,2,-0.5
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,50,3,0.333333
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,65,4,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,71,1,0.0
B_lowstride_pretrained_flip minus B_standard_pretrained_flip,paired_contrast,J,other_edit,806,75,1,0.0
